,bardguilt,question,rating,scenario,start,stop,uid
3635,false,25,52.0,28,2021-02-26 00:09:11,2021-02-26 00:09:51,A2RM1DEJOE6T3X
3636,false,30,58.0,22,2021-02-26 00:09:33,2021-02-26 00:09:50,A6ASUA3LW2EYV
3637,false,6,0.0,31,2021-02-26 00:09:15,2021-02-26 00:10:30,A2VHM8EO3FBGP
3638,true,26,53.0,6,2021-02-26 00:09:52,2021-02-26 00:10:43,A2RM1DEJOE6T3X
3639,false,27,41.0,31,2021-02-26 00:10:44,2021-02-26 00:11:11,A2RM1DEJOE6T3X
3640,false,28,41.0,24,2021-02-26 00:11:17,2021-02-26 00:11:56,A2RM1DEJOE6T3X
3641,true,7,0.0,21,2021-02-26 00:11:10,2021-02-26 00:12:01,A2VHM8EO3FBGP
3642,false,29,32.0,21,2021-02-26 00:11:57,2021-02-26 00:12:28,A2RM1DEJOE6T3X
3643,false,30,41.0,15,2021-02-26 00:12:28,2021-02-26 00:13:01,A2RM1DEJOE6T3X
3644,true,8,0.0,24,2021-02-26 00:12:03,2021-02-26 00:13:19,A2VHM8EO3FBGP
3645,false,0,49.0,22,2021-02-26 00:09:31,2021-02-26 00:13:54,AL5MR5NR0VYFI
3646,true,9,0.0,1,2021-02-26 00:13:22,2021-02-26 00:14:24,A2VHM8EO3FBGP
3647,true,1,72.0,2,2021-02-26 00:13:55,2021-02-26 00:14:36,AL5MR5NR0VYFI
3648,true,10,0.0,30,2021-02-26 00:14:27,2021-02-26 00:15:03,A2VHM8EO3FBGP
3649,false,2,48.0,23,2021-02-26 00:14:43,2021-02-26 00:15:35,AL5MR5NR0VYFI
3650,true,3,71.0,14,2021-02-26 00:15:35,2021-02-26 00:16:15,AL5MR5NR0VYFI
3651,true,11,0.0,7,2021-02-26 00:15:17,2021-02-26 00:16:19,A2VHM8EO3FBGP
3652,true,12,0.0,3,2021-02-26 00:16:22,2021-02-26 00:17:38,A2VHM8EO3FBGP
3653,false,4,51.0,27,2021-02-26 00:16:15,2021-02-26 00:17:55,AL5MR5NR0VYFI
3654,true,5,56.0,3,2021-02-26 00:17:55,2021-02-26 00:18:25,AL5MR5NR0VYFI
3655,true,6,81.0,5,2021-02-26 00:18:26,2021-02-26 00:18:45,AL5MR5NR0VYFI
3656,true,13,0.0,27,2021-02-26 00:17:41,2021-02-26 00:19:09,A2VHM8EO3FBGP
3657,true,7,63.0,31,2021-02-26 00:18:52,2021-02-26 00:19:32,AL5MR5NR0VYFI
3658,true,14,0.0,22,2021-02-26 00:19:12,2021-02-26 00:19:57,A2VHM8EO3FBGP
3659,true,8,45.0,1,2021-02-26 00:19:33,2021-02-26 00:20:23,AL5MR5NR0VYFI
3660,true,15,0.0,23,2021-02-26 00:19:59,2021-02-26 00:20:48,A2VHM8EO3FBGP
3661,true,9,53.0,26,2021-02-26 00:20:23,2021-02-26 00:21:09,AL5MR5NR0VYFI
3662,true,10,71.0,11,2021-02-26 00:21:09,2021-02-26 00:21:39,AL5MR5NR0VYFI
3663,true,16,0.0,2,2021-02-26 00:20:51,2021-02-26 00:21:56,A2VHM8EO3FBGP
3664,false,11,53.0,16,2021-02-26 00:21:43,2021-02-26 00:22:13,AL5MR5NR0VYFI
3665,true,12,66.0,13,2021-02-26 00:22:13,2021-02-26 00:22:43,AL5MR5NR0VYFI
3666,false,0,0.0,5,2021-02-26 00:21:53,2021-02-26 00:22:45,AE63GABJL0FGJ
3667,true,17,0.0,10,2021-02-26 00:22:18,2021-02-26 00:23:03,A2VHM8EO3FBGP
3668,false,13,25.0,15,2021-02-26 00:22:44,2021-02-26 00:23:08,AL5MR5NR0VYFI
3669,true,1,0.0,24,2021-02-26 00:22:46,2021-02-26 00:23:16,AE63GABJL0FGJ
3670,true,14,57.0,9,2021-02-26 00:23:08,2021-02-26 00:23:29,AL5MR5NR0VYFI
3671,true,18,0.0,14,2021-02-26 00:23:06,2021-02-26 00:23:40,A2VHM8EO3FBGP
3672,false,15,26.0,10,2021-02-26 00:23:29,2021-02-26 00:23:46,AL5MR5NR0VYFI
3673,false,2,0.0,26,2021-02-26 00:23:23,2021-02-26 00:23:56,AE63GABJL0FGJ
3674,true,16,64.0,19,2021-02-26 00:23:46,2021-02-26 00:24:13,AL5MR5NR0VYFI
3675,true,3,0.0,31,2021-02-26 00:23:56,2021-02-26 00:24:18,AE63GABJL0FGJ
3676,true,19,0.0,16,2021-02-26 00:23:42,2021-02-26 00:24:41,A2VHM8EO3FBGP
3677,false,4,0.0,1,2021-02-26 00:24:19,2021-02-26 00:24:53,AE63GABJL0FGJ
3678,false,17,31.0,20,2021-02-26 00:24:19,2021-02-26 00:25:19,AL5MR5NR0VYFI
3679,true,20,0.0,15,2021-02-26 00:24:44,2021-02-26 00:25:21,A2VHM8EO3FBGP
3680,false,5,0.0,22,2021-02-26 00:24:53,2021-02-26 00:25:30,AE63GABJL0FGJ
3681,false,18,14.0,28,2021-02-26 00:25:19,2021-02-26 00:25:51,AL5MR5NR0VYFI
3682,false,6,0.0,19,2021-02-26 00:25:31,2021-02-26 00:25:54,AE63GABJL0FGJ
3683,true,21,0.0,12,2021-02-26 00:25:23,2021-02-26 00:25:57,A2VHM8EO3FBGP
3684,false,19,44.0,7,2021-02-26 00:25:51,2021-02-26 00:26:09,AL5MR5NR0VYFI
3685,false,7,0.0,7,2021-02-26 00:26:01,2021-02-26 00:26:22,AE63GABJL0FGJ
3686,true,20,77.0,17,2021-02-26 00:26:10,2021-02-26 00:26:37,AL5MR5NR0VYFI
3687,false,21,21.0,12,2021-02-26 00:26:38,2021-02-26 00:26:52,AL5MR5NR0VYFI
3688,false,22,0.0,25,2021-02-26 00:26:17,2021-02-26 00:26:56,A2VHM8EO3FBGP
3689,true,22,63.0,18,2021-02-26 00:26:57,2021-02-26 00:27:25,AL5MR5NR0VYFI
3690,true,23,0.0,5,2021-02-26 00:26:59,2021-02-26 00:27:38,A2VHM8EO3FBGP
3691,false,8,0.0,29,2021-02-26 00:26:22,2021-02-26 00:27:40,AE63GABJL0FGJ
3692,true,23,51.0,30,2021-02-26 00:27:26,2021-02-26 00:27:58,AL5MR5NR0VYFI
3693,true,24,87.0,25,2021-02-26 00:27:59,2021-02-26 00:28:16,AL5MR5NR0VYFI
3694,true,9,0.0,18,2021-02-26 00:27:41,2021-02-26 00:28:27,AE63GABJL0FGJ
3695,false,25,13.0,4,2021-02-26 00:28:17,2021-02-26 00:28:56,AL5MR5NR0VYFI
3696,true,10,0.0,25,2021-02-26 00:28:28,2021-02-26 00:29:00,AE63GABJL0FGJ
3697,true,11,0.0,27,2021-02-26 00:29:06,2021-02-26 00:29:26,AE63GABJL0FGJ
3698,false,26,50.0,8,2021-02-26 00:28:57,2021-02-26 00:29:30,AL5MR5NR0VYFI
3699,true,24,0.0,26,2021-02-26 00:27:40,2021-02-26 00:29:33,A2VHM8EO3FBGP
3700,false,27,38.0,6,2021-02-26 00:29:30,2021-02-26 00:29:47,AL5MR5NR0VYFI
3701,false,12,0.0,15,2021-02-26 00:29:26,2021-02-26 00:29:52,AE63GABJL0FGJ
3702,true,25,0.0,19,2021-02-26 00:29:36,2021-02-26 00:30:07,A2VHM8EO3FBGP
3703,true,28,83.0,29,2021-02-26 00:29:52,2021-02-26 00:30:20,AL5MR5NR0VYFI
3704,false,13,0.0,9,2021-02-26 00:29:52,2021-02-26 00:30:25,AE63GABJL0FGJ
3705,false,14,0.0,23,2021-02-26 00:30:26,2021-02-26 00:30:46,AE63GABJL0FGJ
3706,true,29,62.0,21,2021-02-26 00:30:21,2021-02-26 00:30:50,AL5MR5NR0VYFI
3707,false,30,17.0,24,2021-02-26 00:30:50,2021-02-26 00:31:03,AL5MR5NR0VYFI
3708,true,26,0.0,11,2021-02-26 00:30:09,2021-02-26 00:31:03,A2VHM8EO3FBGP
3709,false,15,0.0,14,2021-02-26 00:30:47,2021-02-26 00:31:07,AE63GABJL0FGJ
3710,true,16,0.0,28,2021-02-26 00:31:08,2021-02-26 00:31:32,AE63GABJL0FGJ
3711,true,27,0.0,29,2021-02-26 00:31:06,2021-02-26 00:32:00,A2VHM8EO3FBGP
3712,true,17,0.0,12,2021-02-26 00:31:51,2021-02-26 00:32:08,AE63GABJL0FGJ
3713,false,18,0.0,16,2021-02-26 00:32:09,2021-02-26 00:32:26,AE63GABJL0FGJ
3714,false,19,0.0,30,2021-02-26 00:32:27,2021-02-26 00:32:50,AE63GABJL0FGJ
3715,false,20,0.0,3,2021-02-26 00:32:52,2021-02-26 00:33:09,AE63GABJL0FGJ
3716,true,21,0.0,2,2021-02-26 00:33:10,2021-02-26 00:33:32,AE63GABJL0FGJ
3717,true,22,0.0,10,2021-02-26 00:34:09,2021-02-26 00:34:49,AE63GABJL0FGJ
3718,true,28,0.0,13,2021-02-26 00:34:42,2021-02-26 00:35:11,A2VHM8EO3FBGP
3719,true,23,0.0,17,2021-02-26 00:34:50,2021-02-26 00:35:10,AE63GABJL0FGJ
3720,true,29,0.0,28,2021-02-26 00:35:16,2021-02-26 00:35:51,A2VHM8EO3FBGP
3721,true,24,0.0,20,2021-02-26 00:35:11,2021-02-26 00:36:00,AE63GABJL0FGJ
3722,false,25,0.0,8,2021-02-26 00:36:00,2021-02-26 00:36:13,AE63GABJL0FGJ
3723,true,26,0.0,4,2021-02-26 00:36:14,2021-02-26 00:36:41,AE63GABJL0FGJ
3724,true,30,0.0,18,2021-02-26 00:35:55,2021-02-26 00:36:48,A2VHM8EO3FBGP
3725,true,27,0.0,6,2021-02-26 00:36:42,2021-02-26 00:37:14,AE63GABJL0FGJ
3726,false,28,0.0,21,2021-02-26 00:37:21,2021-02-26 00:37:54,AE63GABJL0FGJ
3727,false,29,0.0,11,2021-02-26 00:37:54,2021-02-26 00:38:22,AE63GABJL0FGJ
3728,true,30,0.0,13,2021-02-26 00:38:23,2021-02-26 00:38:46,AE63GABJL0FGJ
3729,true,0,74.0,9,2021-02-26 00:46:16,2021-02-26 00:46:26,A84LXRLRLXPCY
3730,false,1,76.0,6,2021-02-26 00:46:26,2021-02-26 00:46:36,A84LXRLRLXPCY
3731,false,2,69.0,14,2021-02-26 00:46:45,2021-02-26 00:46:54,A84LXRLRLXPCY
3732,true,3,81.0,3,2021-02-26 00:46:55,2021-02-26 00:47:11,A84LXRLRLXPCY
3733,true,4,67.0,15,2021-02-26 00:47:12,2021-02-26 00:47:20,A84LXRLRLXPCY
3734,false,5,81.0,12,2021-02-26 00:47:21,2021-02-26 00:47:29,A84LXRLRLXPCY
3735,false,6,75.0,31,2021-02-26 00:47:30,2021-02-26 00:47:49,A84LXRLRLXPCY
3736,true,7,81.0,28,2021-02-26 00:48:00,2021-02-26 00:48:26,A84LXRLRLXPCY
3737,false,8,95.0,11,2021-02-26 00:48:27,2021-02-26 00:48:39,A84LXRLRLXPCY
3738,false,9,82.0,23,2021-02-26 00:48:40,2021-02-26 00:48:52,A84LXRLRLXPCY
3739,true,10,90.0,22,2021-02-26 00:48:53,2021-02-26 00:49:07,A84LXRLRLXPCY
3740,true,0,0.0,22,2021-02-26 00:54:58,2021-02-26 00:55:32,A1M3HU7RRX0BXZ
3741,false,1,0.0,2,2021-02-26 00:55:33,2021-02-26 00:56:19,A1M3HU7RRX0BXZ
3742,false,2,0.0,13,2021-02-26 00:56:27,2021-02-26 00:57:03,A1M3HU7RRX0BXZ
3743,false,3,0.0,11,2021-02-26 00:57:03,2021-02-26 00:57:43,A1M3HU7RRX0BXZ
3744,false,4,0.0,15,2021-02-26 00:57:44,2021-02-26 00:58:25,A1M3HU7RRX0BXZ
3745,true,5,0.0,14,2021-02-26 00:58:25,2021-02-26 00:59:13,A1M3HU7RRX0BXZ
3746,true,6,0.0,28,2021-02-26 00:59:14,2021-02-26 00:59:39,A1M3HU7RRX0BXZ
3747,true,7,0.0,1,2021-02-26 00:59:47,2021-02-26 01:00:09,A1M3HU7RRX0BXZ
3748,true,8,0.0,25,2021-02-26 01:00:10,2021-02-26 01:00:45,A1M3HU7RRX0BXZ
3749,false,9,0.0,6,2021-02-26 01:00:46,2021-02-26 01:01:40,A1M3HU7RRX0BXZ
3750,false,10,0.0,9,2021-02-26 01:01:40,2021-02-26 01:02:09,A1M3HU7RRX0BXZ
3751,true,0,51.0,16,2021-02-26 01:01:47,2021-02-26 01:02:18,A2NK89ZPYIMP87
3752,true,1,47.0,26,2021-02-26 01:02:21,2021-02-26 01:02:37,A2NK89ZPYIMP87
3753,false,11,0.0,5,2021-02-26 01:02:17,2021-02-26 01:02:40,A1M3HU7RRX0BXZ
3754,true,12,0.0,8,2021-02-26 01:02:40,2021-02-26 01:03:19,A1M3HU7RRX0BXZ
3755,false,13,0.0,21,2021-02-26 01:03:19,2021-02-26 01:03:50,A1M3HU7RRX0BXZ
3756,true,2,48.0,30,2021-02-26 01:03:34,2021-02-26 01:03:54,A2NK89ZPYIMP87
3757,true,3,44.0,31,2021-02-26 01:03:57,2021-02-26 01:04:11,A2NK89ZPYIMP87
3758,false,14,0.0,10,2021-02-26 01:03:50,2021-02-26 01:04:15,A1M3HU7RRX0BXZ
3759,true,4,49.0,6,2021-02-26 01:04:14,2021-02-26 01:04:25,A2NK89ZPYIMP87
3760,true,5,42.0,7,2021-02-26 01:04:28,2021-02-26 01:04:45,A2NK89ZPYIMP87
3761,true,15,0.0,24,2021-02-26 01:04:15,2021-02-26 01:04:48,A1M3HU7RRX0BXZ
3762,true,0,95.0,25,2021-02-26 01:04:39,2021-02-26 01:05:01,ARQ7R97434PM2
3763,true,6,43.0,20,2021-02-26 01:04:48,2021-02-26 01:05:05,A2NK89ZPYIMP87
3764,true,16,0.0,12,2021-02-26 01:04:49,2021-02-26 01:05:16,A1M3HU7RRX0BXZ
3765,true,1,97.0,13,2021-02-26 01:05:02,2021-02-26 01:05:14,ARQ7R97434PM2
3766,true,2,96.0,27,2021-02-26 01:05:26,2021-02-26 01:05:37,ARQ7R97434PM2
3767,true,17,0.0,19,2021-02-26 01:05:24,2021-02-26 01:05:48,A1M3HU7RRX0BXZ
3768,true,3,98.0,9,2021-02-26 01:05:38,2021-02-26 01:05:49,ARQ7R97434PM2
3769,false,0,63.0,23,2021-02-26 01:05:53,2021-02-26 01:06:02,APF1EAZT104LQ
3770,false,1,63.0,15,2021-02-26 01:06:02,2021-02-26 01:06:09,APF1EAZT104LQ
3771,false,4,51.0,14,2021-02-26 01:05:50,2021-02-26 01:06:07,ARQ7R97434PM2
3772,false,18,0.0,30,2021-02-26 01:05:48,2021-02-26 01:06:18,A1M3HU7RRX0BXZ
3773,true,7,47.0,27,2021-02-26 01:06:05,2021-02-26 01:06:18,A2NK89ZPYIMP87
3774,false,2,61.0,9,2021-02-26 01:06:20,2021-02-26 01:06:24,APF1EAZT104LQ
3775,true,5,96.0,12,2021-02-26 01:06:08,2021-02-26 01:06:21,ARQ7R97434PM2
3776,true,8,47.0,2,2021-02-26 01:06:21,2021-02-26 01:06:32,A2NK89ZPYIMP87
3777,false,3,60.0,28,2021-02-26 01:06:25,2021-02-26 01:06:33,APF1EAZT104LQ
3778,false,4,57.0,14,2021-02-26 01:06:33,2021-02-26 01:06:41,APF1EAZT104LQ
3779,false,6,48.0,19,2021-02-26 01:06:22,2021-02-26 01:06:37,ARQ7R97434PM2
3780,true,9,54.0,15,2021-02-26 01:06:35,2021-02-26 01:06:51,A2NK89ZPYIMP87
3781,false,19,0.0,27,2021-02-26 01:06:18,2021-02-26 01:06:55,A1M3HU7RRX0BXZ
3782,true,10,55.0,22,2021-02-26 01:06:54,2021-02-26 01:07:12,A2NK89ZPYIMP87
3783,true,7,67.0,18,2021-02-26 01:06:44,2021-02-26 01:07:12,ARQ7R97434PM2
3784,true,20,0.0,23,2021-02-26 01:06:55,2021-02-26 01:07:19,A1M3HU7RRX0BXZ
3785,true,8,59.0,28,2021-02-26 01:07:13,2021-02-26 01:07:26,ARQ7R97434PM2
3786,true,9,95.0,22,2021-02-26 01:07:26,2021-02-26 01:07:45,ARQ7R97434PM2
3787,true,21,0.0,7,2021-02-26 01:07:20,2021-02-26 01:07:52,A1M3HU7RRX0BXZ
3788,false,5,89.0,27,2021-02-26 01:06:41,2021-02-26 01:07:56,APF1EAZT104LQ
3789,true,6,73.0,10,2021-02-26 01:07:57,2021-02-26 01:08:03,APF1EAZT104LQ
3790,false,7,57.0,5,2021-02-26 01:08:08,2021-02-26 01:08:13,APF1EAZT104LQ
3791,true,10,98.0,8,2021-02-26 01:07:46,2021-02-26 01:08:13,ARQ7R97434PM2
3792,false,8,36.0,3,2021-02-26 01:08:14,2021-02-26 01:08:23,APF1EAZT104LQ
3793,true,22,0.0,31,2021-02-26 01:08:00,2021-02-26 01:08:28,A1M3HU7RRX0BXZ
3794,false,9,54.0,8,2021-02-26 01:08:23,2021-02-26 01:08:28,APF1EAZT104LQ
3795,false,11,55.0,31,2021-02-26 01:08:18,2021-02-26 01:08:28,ARQ7R97434PM2
3796,false,10,60.0,12,2021-02-26 01:08:29,2021-02-26 01:08:36,APF1EAZT104LQ
3797,true,11,46.0,1,2021-02-26 01:08:27,2021-02-26 01:08:40,A2NK89ZPYIMP87
3798,false,11,40.0,21,2021-02-26 01:08:43,2021-02-26 01:08:48,APF1EAZT104LQ
3799,true,12,95.0,11,2021-02-26 01:08:29,2021-02-26 01:08:44,ARQ7R97434PM2
3800,false,12,39.0,24,2021-02-26 01:08:48,2021-02-26 01:08:53,APF1EAZT104LQ
3801,false,23,0.0,4,2021-02-26 01:08:29,2021-02-26 01:08:56,A1M3HU7RRX0BXZ
3802,true,12,47.0,3,2021-02-26 01:08:43,2021-02-26 01:08:56,A2NK89ZPYIMP87
3803,false,13,60.0,7,2021-02-26 01:08:53,2021-02-26 01:08:59,APF1EAZT104LQ
3804,true,13,99.0,29,2021-02-26 01:08:45,2021-02-26 01:08:55,ARQ7R97434PM2
3805,false,14,58.0,2,2021-02-26 01:08:59,2021-02-26 01:09:08,APF1EAZT104LQ
3806,true,13,46.0,29,2021-02-26 01:08:59,2021-02-26 01:09:13,A2NK89ZPYIMP87
3807,true,14,97.0,16,2021-02-26 01:08:56,2021-02-26 01:09:09,ARQ7R97434PM2
3808,true,15,66.0,30,2021-02-26 01:09:09,2021-02-26 01:09:15,APF1EAZT104LQ
3809,false,16,68.0,26,2021-02-26 01:09:16,2021-02-26 01:09:26,APF1EAZT104LQ
3810,true,15,96.0,3,2021-02-26 01:09:10,2021-02-26 01:09:23,ARQ7R97434PM2
3811,true,24,0.0,17,2021-02-26 01:08:57,2021-02-26 01:09:28,A1M3HU7RRX0BXZ
3812,true,14,55.0,11,2021-02-26 01:09:15,2021-02-26 01:09:37,A2NK89ZPYIMP87
3813,true,16,97.0,24,2021-02-26 01:09:24,2021-02-26 01:09:36,ARQ7R97434PM2
3814,false,17,66.0,18,2021-02-26 01:09:30,2021-02-26 01:09:45,APF1EAZT104LQ
3815,false,18,61.0,11,2021-02-26 01:09:45,2021-02-26 01:09:50,APF1EAZT104LQ
3816,true,15,45.0,19,2021-02-26 01:09:39,2021-02-26 01:09:51,A2NK89ZPYIMP87
3817,true,17,97.0,30,2021-02-26 01:09:43,2021-02-26 01:09:52,ARQ7R97434PM2
3818,false,19,46.0,19,2021-02-26 01:09:50,2021-02-26 01:09:57,APF1EAZT104LQ
3819,true,25,0.0,29,2021-02-26 01:09:29,2021-02-26 01:10:01,A1M3HU7RRX0BXZ
3820,true,20,47.0,17,2021-02-26 01:09:57,2021-02-26 01:10:03,APF1EAZT104LQ
3821,true,16,47.0,21,2021-02-26 01:09:53,2021-02-26 01:10:06,A2NK89ZPYIMP87
3822,false,18,53.0,23,2021-02-26 01:09:53,2021-02-26 01:10:04,ARQ7R97434PM2
3823,false,21,61.0,25,2021-02-26 01:10:04,2021-02-26 01:10:11,APF1EAZT104LQ
3824,true,19,99.0,21,2021-02-26 01:10:05,2021-02-26 01:10:17,ARQ7R97434PM2
3825,false,22,49.0,4,2021-02-26 01:10:16,2021-02-26 01:10:22,APF1EAZT104LQ
3826,true,26,0.0,3,2021-02-26 01:10:01,2021-02-26 01:10:23,A1M3HU7RRX0BXZ
3827,false,23,61.0,1,2021-02-26 01:10:23,2021-02-26 01:10:28,APF1EAZT104LQ
3828,true,20,97.0,20,2021-02-26 01:10:18,2021-02-26 01:10:29,ARQ7R97434PM2
3829,true,21,87.0,4,2021-02-26 01:10:30,2021-02-26 01:10:40,ARQ7R97434PM2
3830,true,27,0.0,16,2021-02-26 01:10:24,2021-02-26 01:10:46,A1M3HU7RRX0BXZ
3831,false,24,64.0,16,2021-02-26 01:10:28,2021-02-26 01:11:16,APF1EAZT104LQ
3832,false,28,0.0,18,2021-02-26 01:10:52,2021-02-26 01:11:18,A1M3HU7RRX0BXZ
3833,false,25,52.0,13,2021-02-26 01:11:16,2021-02-26 01:11:23,APF1EAZT104LQ
3834,true,22,96.0,10,2021-02-26 01:10:48,2021-02-26 01:11:22,ARQ7R97434PM2
3835,false,26,54.0,29,2021-02-26 01:11:23,2021-02-26 01:11:31,APF1EAZT104LQ
3836,false,27,70.0,31,2021-02-26 01:11:32,2021-02-26 01:11:38,APF1EAZT104LQ
3837,true,23,99.0,15,2021-02-26 01:11:23,2021-02-26 01:11:46,ARQ7R97434PM2
3838,false,28,51.0,6,2021-02-26 01:11:45,2021-02-26 01:11:57,APF1EAZT104LQ
3839,false,24,28.0,5,2021-02-26 01:11:47,2021-02-26 01:11:58,ARQ7R97434PM2
3840,false,29,44.0,22,2021-02-26 01:11:58,2021-02-26 01:12:04,APF1EAZT104LQ
3841,false,30,58.0,20,2021-02-26 01:12:04,2021-02-26 01:12:09,APF1EAZT104LQ
3842,false,29,0.0,20,2021-02-26 01:11:19,2021-02-26 01:12:10,A1M3HU7RRX0BXZ
3843,true,25,98.0,17,2021-02-26 01:11:58,2021-02-26 01:12:12,ARQ7R97434PM2
3844,true,17,49.0,13,2021-02-26 01:11:28,2021-02-26 01:12:30,A2NK89ZPYIMP87
3845,true,26,95.0,6,2021-02-26 01:12:14,2021-02-26 01:12:28,ARQ7R97434PM2
3846,true,30,0.0,26,2021-02-26 01:12:11,2021-02-26 01:12:41,A1M3HU7RRX0BXZ
3847,true,18,47.0,8,2021-02-26 01:12:33,2021-02-26 01:12:45,A2NK89ZPYIMP87
3848,false,0,0.0,4,2021-02-26 01:12:22,2021-02-26 01:12:58,A3TYCJO2DG3RMH
3849,true,19,48.0,9,2021-02-26 01:12:48,2021-02-26 01:12:59,A2NK89ZPYIMP87
3850,false,0,14.0,4,2021-02-26 01:11:59,2021-02-26 01:13:10,A1CHU9J9YU9CS8
3851,true,20,48.0,25,2021-02-26 01:13:02,2021-02-26 01:13:13,A2NK89ZPYIMP87
3852,true,27,98.0,26,2021-02-26 01:12:29,2021-02-26 01:13:12,ARQ7R97434PM2
3853,true,1,0.0,15,2021-02-26 01:12:59,2021-02-26 01:13:26,A3TYCJO2DG3RMH
3854,true,21,51.0,24,2021-02-26 01:13:16,2021-02-26 01:13:27,A2NK89ZPYIMP87
3855,true,28,88.0,7,2021-02-26 01:13:19,2021-02-26 01:13:35,ARQ7R97434PM2
3856,true,29,94.0,2,2021-02-26 01:13:35,2021-02-26 01:13:53,ARQ7R97434PM2
3857,false,2,0.0,11,2021-02-26 01:13:40,2021-02-26 01:14:06,A3TYCJO2DG3RMH
3858,true,30,96.0,1,2021-02-26 01:13:53,2021-02-26 01:14:01,ARQ7R97434PM2
3859,true,22,47.0,5,2021-02-26 01:13:55,2021-02-26 01:14:08,A2NK89ZPYIMP87
3860,true,23,49.0,17,2021-02-26 01:14:11,2021-02-26 01:14:23,A2NK89ZPYIMP87
3861,false,3,0.0,21,2021-02-26 01:14:07,2021-02-26 01:14:34,A3TYCJO2DG3RMH
3862,true,24,50.0,10,2021-02-26 01:14:25,2021-02-26 01:14:40,A2NK89ZPYIMP87
3863,true,4,0.0,16,2021-02-26 01:14:35,2021-02-26 01:14:54,A3TYCJO2DG3RMH
3864,true,1,55.0,20,2021-02-26 01:13:11,2021-02-26 01:14:55,A1CHU9J9YU9CS8
3865,true,25,48.0,14,2021-02-26 01:14:44,2021-02-26 01:15:01,A2NK89ZPYIMP87
3866,true,26,46.0,12,2021-02-26 01:15:04,2021-02-26 01:15:21,A2NK89ZPYIMP87
3867,true,5,0.0,6,2021-02-26 01:14:54,2021-02-26 01:15:24,A3TYCJO2DG3RMH
3868,false,0,0.0,12,2021-02-26 01:15:01,2021-02-26 01:15:33,A2LBH2X1DIWOD
3869,true,27,44.0,18,2021-02-26 01:15:24,2021-02-26 01:15:39,A2NK89ZPYIMP87
3870,true,6,0.0,14,2021-02-26 01:15:25,2021-02-26 01:15:40,A3TYCJO2DG3RMH
3871,true,1,0.0,10,2021-02-26 01:15:34,2021-02-26 01:15:53,A2LBH2X1DIWOD
3872,false,0,15.0,17,2021-02-26 01:14:37,2021-02-26 01:15:53,A1SKBBTD0PJI6G
3873,true,7,0.0,22,2021-02-26 01:15:56,2021-02-26 01:16:14,A3TYCJO2DG3RMH
3874,true,28,48.0,23,2021-02-26 01:16:01,2021-02-26 01:16:18,A2NK89ZPYIMP87
3875,true,2,77.0,21,2021-02-26 01:15:25,2021-02-26 01:16:32,A1CHU9J9YU9CS8
3876,false,1,18.0,24,2021-02-26 01:15:55,2021-02-26 01:16:33,A1SKBBTD0PJI6G
3877,true,29,48.0,4,2021-02-26 01:16:25,2021-02-26 01:16:37,A2NK89ZPYIMP87
3878,true,2,0.0,1,2021-02-26 01:16:04,2021-02-26 01:16:52,A2LBH2X1DIWOD
3879,true,30,49.0,28,2021-02-26 01:16:40,2021-02-26 01:16:57,A2NK89ZPYIMP87
3880,false,2,1.0,8,2021-02-26 01:16:43,2021-02-26 01:17:01,A1SKBBTD0PJI6G
3881,true,3,0.0,30,2021-02-26 01:16:52,2021-02-26 01:17:22,A2LBH2X1DIWOD
3882,false,3,52.0,9,2021-02-26 01:16:33,2021-02-26 01:17:28,A1CHU9J9YU9CS8
3883,true,3,22.0,5,2021-02-26 01:17:03,2021-02-26 01:17:36,A1SKBBTD0PJI6G
3884,false,4,0.0,7,2021-02-26 01:17:22,2021-02-26 01:17:47,A2LBH2X1DIWOD
3885,false,5,0.0,6,2021-02-26 01:17:48,2021-02-26 01:18:08,A2LBH2X1DIWOD
3886,true,4,26.0,22,2021-02-26 01:17:37,2021-02-26 01:18:11,A1SKBBTD0PJI6G
3887,true,6,0.0,19,2021-02-26 01:18:09,2021-02-26 01:18:22,A2LBH2X1DIWOD
3888,false,4,50.0,18,2021-02-26 01:17:29,2021-02-26 01:18:44,A1CHU9J9YU9CS8
3889,false,7,0.0,9,2021-02-26 01:18:31,2021-02-26 01:18:48,A2LBH2X1DIWOD
3890,false,5,5.0,19,2021-02-26 01:18:12,2021-02-26 01:18:50,A1SKBBTD0PJI6G
3891,true,8,0.0,4,2021-02-26 01:18:49,2021-02-26 01:19:11,A2LBH2X1DIWOD
3892,false,5,49.0,10,2021-02-26 01:18:45,2021-02-26 01:19:27,A1CHU9J9YU9CS8
3893,true,9,0.0,2,2021-02-26 01:19:11,2021-02-26 01:19:38,A2LBH2X1DIWOD
3894,true,10,0.0,17,2021-02-26 01:19:39,2021-02-26 01:19:59,A2LBH2X1DIWOD
3895,false,6,52.0,30,2021-02-26 01:19:28,2021-02-26 01:20:09,A1CHU9J9YU9CS8
3896,false,6,7.0,15,2021-02-26 01:18:51,2021-02-26 01:20:12,A1SKBBTD0PJI6G
3897,true,11,0.0,15,2021-02-26 01:20:08,2021-02-26 01:20:22,A2LBH2X1DIWOD
3898,true,12,0.0,5,2021-02-26 01:20:23,2021-02-26 01:20:40,A2LBH2X1DIWOD
3899,true,7,91.0,1,2021-02-26 01:20:26,2021-02-26 01:21:13,A1CHU9J9YU9CS8
