,correct,scenario,type,uid
1297,0.0,11.0,crime,A3AHQB31UANS2Q
1298,0.0,26.0,crime,A3AHQB31UANS2Q
1299,1.0,26.0,crime,A3OMCO1B3Q1ET0
1300,1.0,1.0,crime,A3OMCO1B3Q1ET0
1301,0.0,8.0,crime,A3OMCO1B3Q1ET0
1302,0.0,11.0,crime,A3OMCO1B3Q1ET0
1303,0.0,30.0,crime,A3OMCO1B3Q1ET0
1304,0.0,8.0,crime,%20COPIEDA2USDJRXRSBI7S
1305,0.0,7.0,crime,%20COPIEDA2USDJRXRSBI7S
1306,0.0,3.0,crime,%20COPIEDA2USDJRXRSBI7S
1307,0.0,1.0,crime,A2SWZXDFG3CEAK
1308,0.0,31.0,crime,A2SWZXDFG3CEAK
1309,0.0,15.0,crime,A2SWZXDFG3CEAK
1310,0.0,4.0,crime,A3L1OCQ016ILDX
1311,1.0,11.0,crime,AS8ZVCZ69KGB4
1312,1.0,12.0,crime,AS8ZVCZ69KGB4
1313,1.0,18.0,crime,A13IQKFYQ5WIXS
1314,1.0,23.0,crime,A13IQKFYQ5WIXS
1315,1.0,20.0,crime,A2VNSNAN1LZBAM
1316,1.0,19.0,crime,A1G5N2J0IMPJE8
1317,0.0,21.0,crime,A2HHBNMMODXL35
1318,0.0,18.0,crime,A2YFQS0N1IAN9IA2YFQS0N1IAN9I
1319,1.0,7.0,crime,A2YFQS0N1IAN9IA2YFQS0N1IAN9I
1320,1.0,30.0,crime,A2YFQS0N1IAN9IA2YFQS0N1IAN9I
1321,1.0,13.0,crime,A2YFQS0N1IAN9IA2YFQS0N1IAN9I
1322,0.0,25.0,crime,A2YFQS0N1IAN9IA2YFQS0N1IAN9I
1323,0.0,31.0,crime,A2YFQS0N1IAN9IA2YFQS0N1IAN9I
1324,0.0,25.0,crime,A3MJQQB0CQIHJP
1325,0.0,12.0,crime,A3MJQQB0CQIHJP
1326,0.0,17.0,crime,A2U5OWTK0I9YBO
1327,1.0,5.0,crime,A2U5OWTK0I9YBO
1328,0.0,12.0,crime,A2U5OWTK0I9YBO
1329,1.0,24.0,crime,A2U5OWTK0I9YBO
1330,1.0,21.0,crime,A2U5OWTK0I9YBO
1331,0.0,10.0,crime,A2U5OWTK0I9YBO
1332,0.0,20.0,crime,A1U3TT3VMH9FU9
1333,1.0,22.0,crime,A1U3TT3VMH9FU9
1334,0.0,25.0,crime,A1U3TT3VMH9FU9
1335,1.0,17.0,crime,A1U3TT3VMH9FU9
1336,1.0,7.0,crime,A1U3TT3VMH9FU9
1337,1.0,31.0,crime,A1U3TT3VMH9FU9
1338,0.0,29.0,crime,A1HAE2YCP7B7I8
1339,0.0,27.0,crime,A1HAE2YCP7B7I8
1340,1.0,20.0,crime,A1HAE2YCP7B7I8
1341,1.0,3.0,crime,A23WCDJKAT0RN5
1342,1.0,18.0,crime,A23WCDJKAT0RN5
1343,1.0,4.0,crime,A23WCDJKAT0RN5
1344,1.0,27.0,crime,A23WCDJKAT0RN5
1345,1.0,23.0,crime,A23WCDJKAT0RN5
1346,1.0,7.0,crime,A23WCDJKAT0RN5
1347,0.0,21.0,crime,A34T4R7G25LDJM
1348,0.0,3.0,crime,A34T4R7G25LDJM
1349,1.0,16.0,crime,A34T4R7G25LDJM
1350,1.0,13.0,crime,A34T4R7G25LDJM
1351,1.0,2.0,crime,A34T4R7G25LDJM
1352,1.0,27.0,crime,A34T4R7G25LDJM
1353,1.0,5.0,crime,A1DIAHI4Z5I72U
1354,0.0,22.0,crime,A1DIAHI4Z5I72U
1355,0.0,10.0,crime,A1DIAHI4Z5I72U
1356,0.0,11.0,crime,A1DIAHI4Z5I72U
1357,0.0,18.0,crime,ACXP8KHFX06KR
1358,1.0,6.0,crime,A12IEOJ4GTJ00H
1359,1.0,1.0,crime,A12IEOJ4GTJ00H
1360,1.0,10.0,crime,A12IEOJ4GTJ00H
1361,1.0,30.0,crime,A12IEOJ4GTJ00H
1362,0.0,3.0,crime,A12IEOJ4GTJ00H
1363,1.0,27.0,crime,A12IEOJ4GTJ00H
1364,1.0,17.0,crime,A3BLJ6QSDTZC9U
1365,1.0,24.0,crime,A3BLJ6QSDTZC9U
1366,1.0,15.0,crime,A3BLJ6QSDTZC9U
1367,1.0,19.0,crime,A3BLJ6QSDTZC9U
1368,1.0,5.0,crime,A3BLJ6QSDTZC9U
1369,1.0,31.0,crime,A3BLJ6QSDTZC9U
1370,0.0,22.0,crime,A34TMF92KMXNSV
1371,0.0,26.0,crime,A34TMF92KMXNSV
1372,1.0,6.0,crime,A11JIMV1EQESIC
1373,1.0,5.0,crime,A11JIMV1EQESIC
1374,1.0,20.0,crime,A11JIMV1EQESIC
1375,1.0,30.0,crime,A11JIMV1EQESIC
1376,1.0,17.0,crime,A11JIMV1EQESIC
1377,1.0,27.0,crime,A11JIMV1EQESIC
1378,1.0,22.0,crime,AFBVEFNU3LJ25
1379,1.0,18.0,crime,AFBVEFNU3LJ25
1380,0.0,30.0,crime,AFBVEFNU3LJ25
1381,1.0,20.0,crime,AFBVEFNU3LJ25
1382,0.0,16.0,crime,AFBVEFNU3LJ25
1383,1.0,24.0,crime,AFBVEFNU3LJ25
1384,0.0,13.0,crime,A2737204KZ6TJM
1385,0.0,1.0,crime,A2737204KZ6TJM
1386,0.0,3.0,crime,AHI7YD57642HS
1387,1.0,17.0,crime,AHI7YD57642HS
1388,1.0,1.0,crime,AHI7YD57642HS
1389,1.0,30.0,crime,AHI7YD57642HS
1390,1.0,18.0,crime,AHI7YD57642HS
1391,1.0,21.0,crime,AHI7YD57642HS
1392,1.0,13.0,crime,A2WVCXVSE0YGML
1393,1.0,2.0,crime,A2WVCXVSE0YGML
1394,1.0,9.0,crime,A2WVCXVSE0YGML
1395,1.0,10.0,crime,A2WVCXVSE0YGML
1396,1.0,5.0,crime,A2WVCXVSE0YGML
1397,1.0,23.0,crime,A2WVCXVSE0YGML
1398,1.0,10.0,crime,A38DHLB88V8DL8
1399,1.0,20.0,crime,A38DHLB88V8DL8
1400,1.0,14.0,crime,A38DHLB88V8DL8
1401,1.0,7.0,crime,A38DHLB88V8DL8
1402,1.0,8.0,crime,A38DHLB88V8DL8
1403,1.0,21.0,crime,A38DHLB88V8DL8
1404,1.0,22.0,crime,A17ZQKHXYRCDD5
1405,1.0,8.0,crime,A17ZQKHXYRCDD5
1406,1.0,1.0,crime,A17ZQKHXYRCDD5
1407,1.0,26.0,crime,A17ZQKHXYRCDD5
1408,1.0,6.0,crime,A17ZQKHXYRCDD5
1409,1.0,19.0,crime,A17ZQKHXYRCDD5
1410,1.0,20.0,crime,A1DUAMWOX0BORV
1411,1.0,29.0,crime,A1DUAMWOX0BORV
1412,1.0,4.0,crime,A1DUAMWOX0BORV
1413,1.0,11.0,crime,A1DUAMWOX0BORV
1414,1.0,26.0,crime,A1DUAMWOX0BORV
1415,1.0,1.0,crime,A1DUAMWOX0BORV
1416,1.0,27.0,crime,AJI0LRQLV9GGR
1417,0.0,20.0,crime,AJI0LRQLV9GGR
1418,0.0,14.0,crime,AJI0LRQLV9GGR
1419,0.0,12.0,crime,AJI0LRQLV9GGR
1420,0.0,8.0,crime,A2W6EWTLRV8Z7E
1421,0.0,10.0,crime,A2OTLFQIR3121B
1422,1.0,22.0,crime,AWKUOA7M4P8YI
1423,1.0,28.0,crime,AWKUOA7M4P8YI
1424,1.0,27.0,crime,AWKUOA7M4P8YI
1425,1.0,18.0,crime,AWKUOA7M4P8YI
1426,1.0,17.0,crime,AWKUOA7M4P8YI
1427,1.0,2.0,crime,AWKUOA7M4P8YI
1428,1.0,15.0,crime,AWGDD48HFUF1W
1429,0.0,27.0,crime,AWGDD48HFUF1W
1430,1.0,24.0,crime,A3KK5FKG3L0Q66
1431,1.0,1.0,crime,A3KK5FKG3L0Q66
1432,1.0,10.0,crime,A3KK5FKG3L0Q66
1433,1.0,6.0,crime,A3KK5FKG3L0Q66
1434,1.0,30.0,crime,A3KK5FKG3L0Q66
1435,1.0,28.0,crime,A3KK5FKG3L0Q66
1436,1.0,27.0,crime,A1198W1SPF1R4
1437,1.0,8.0,crime,A1198W1SPF1R4
1438,1.0,23.0,crime,A1198W1SPF1R4
1439,1.0,26.0,crime,A1198W1SPF1R4
1440,1.0,16.0,crime,A1198W1SPF1R4
1441,1.0,13.0,crime,A1198W1SPF1R4
1442,1.0,19.0,crime,AEF74ZYJTTEIA
1443,1.0,11.0,crime,AEF74ZYJTTEIA
1444,1.0,5.0,crime,AEF74ZYJTTEIA
1445,1.0,16.0,crime,AEF74ZYJTTEIA
1446,1.0,25.0,crime,AEF74ZYJTTEIA
1447,1.0,10.0,crime,AEF74ZYJTTEIA
1448,1.0,12.0,crime,A2J1KKA30A4C3P
1449,1.0,6.0,crime,A2J1KKA30A4C3P
1450,0.0,11.0,crime,A2J1KKA30A4C3P
1451,0.0,22.0,crime,A2J1KKA30A4C3P
1452,0.0,10.0,crime,A2J1KKA30A4C3P
1453,1.0,25.0,crime,A002160837SWJFPIAI7L7
1454,1.0,17.0,crime,A002160837SWJFPIAI7L7
1455,1.0,12.0,crime,A002160837SWJFPIAI7L7
1456,1.0,22.0,crime,A002160837SWJFPIAI7L7
1457,1.0,7.0,crime,A002160837SWJFPIAI7L7
1458,1.0,5.0,crime,A002160837SWJFPIAI7L7
1459,1.0,9.0,crime,A33VGSEJ44ORMF
1460,1.0,29.0,crime,A33VGSEJ44ORMF
1461,1.0,27.0,crime,A33VGSEJ44ORMF
1462,1.0,16.0,crime,A33VGSEJ44ORMF
1463,1.0,18.0,crime,A33VGSEJ44ORMF
1464,1.0,31.0,crime,A33VGSEJ44ORMF
1465,0.0,2.0,crime,A3TY0AVHVTOVJ7
1466,0.0,5.0,crime,A3TY0AVHVTOVJ7
1467,0.0,18.0,crime,A3TY0AVHVTOVJ7
1468,1.0,23.0,crime,A3GO2JCV966XGE
1469,1.0,16.0,crime,A3GO2JCV966XGE
1470,1.0,22.0,crime,A3GO2JCV966XGE
1471,1.0,6.0,crime,A3GO2JCV966XGE
1472,1.0,30.0,crime,A3GO2JCV966XGE
1473,1.0,21.0,crime,A3GO2JCV966XGE
1474,1.0,9.0,crime,AG36U7IOG2LAP
1475,1.0,21.0,crime,AG36U7IOG2LAP
1476,1.0,7.0,crime,AG36U7IOG2LAP
1477,1.0,15.0,crime,AG36U7IOG2LAP
1478,1.0,28.0,crime,AG36U7IOG2LAP
1479,1.0,11.0,crime,AG36U7IOG2LAP
1480,1.0,4.0,crime,A2S3SV1LQTKJ8K
1481,1.0,31.0,crime,A2S3SV1LQTKJ8K
1482,1.0,26.0,crime,A2S3SV1LQTKJ8K
1483,1.0,5.0,crime,A2S3SV1LQTKJ8K
1484,1.0,18.0,crime,A2S3SV1LQTKJ8K
1485,1.0,29.0,crime,A2S3SV1LQTKJ8K
1486,1.0,22.0,crime,A30US88GBGBG0V
1487,0.0,30.0,crime,A30US88GBGBG0V
1488,1.0,20.0,crime,A30US88GBGBG0V
1489,1.0,25.0,crime,A30US88GBGBG0V
1490,1.0,21.0,crime,A30US88GBGBG0V
1491,1.0,9.0,crime,A30US88GBGBG0V
1492,1.0,30.0,crime,ATJ92FYQX176Z
1493,1.0,22.0,crime,AAPJO2YFB16CM
1494,1.0,9.0,crime,AAPJO2YFB16CM
1495,1.0,20.0,crime,AAPJO2YFB16CM
1496,1.0,25.0,crime,AAPJO2YFB16CM
1497,1.0,28.0,crime,AAPJO2YFB16CM
1498,0.0,29.0,crime,AAPJO2YFB16CM
1499,1.0,31.0,crime,A2LZ9KG42SZ3I0
1500,1.0,1.0,crime,A2LZ9KG42SZ3I0
1501,1.0,27.0,crime,A2LZ9KG42SZ3I0
1502,1.0,22.0,crime,A2LZ9KG42SZ3I0
1503,1.0,21.0,crime,A2LZ9KG42SZ3I0
1504,1.0,6.0,crime,A2LZ9KG42SZ3I0
1505,1.0,28.0,crime,AWAW665TQQP2F
1506,1.0,29.0,crime,AWAW665TQQP2F
1507,1.0,17.0,crime,AWAW665TQQP2F
1508,1.0,4.0,crime,AWAW665TQQP2F
1509,1.0,15.0,crime,AWAW665TQQP2F
1510,1.0,19.0,crime,AWAW665TQQP2F
1511,1.0,10.0,crime,A2YLK83DQ6PA5Y
1512,1.0,28.0,crime,A2YLK83DQ6PA5Y
1513,1.0,6.0,crime,A2YLK83DQ6PA5Y
1514,1.0,20.0,crime,A2YLK83DQ6PA5Y
1515,1.0,1.0,crime,A2YLK83DQ6PA5Y
1516,1.0,9.0,crime,A2YLK83DQ6PA5Y
1517,1.0,5.0,crime,A27O7H19C0WQ7T
1518,1.0,25.0,crime,A27O7H19C0WQ7T
1519,1.0,20.0,crime,A27O7H19C0WQ7T
1520,1.0,26.0,crime,A27O7H19C0WQ7T
1521,1.0,11.0,crime,A27O7H19C0WQ7T
1522,1.0,10.0,crime,A27O7H19C0WQ7T
1523,1.0,8.0,crime,AKSLU0C30G3JT
1524,1.0,3.0,crime,AKSLU0C30G3JT
1525,1.0,19.0,crime,AKSLU0C30G3JT
1526,1.0,28.0,crime,AKSLU0C30G3JT
1527,1.0,29.0,crime,AKSLU0C30G3JT
1528,1.0,23.0,crime,AKSLU0C30G3JT
1529,1.0,11.0,crime,AAJ1ZQECDZBEE
1530,1.0,12.0,crime,AAJ1ZQECDZBEE
1531,1.0,20.0,crime,AAJ1ZQECDZBEE
1532,1.0,13.0,crime,AAJ1ZQECDZBEE
1533,1.0,8.0,crime,AAJ1ZQECDZBEE
1534,1.0,22.0,crime,AAJ1ZQECDZBEE
1535,1.0,5.0,crime,A28VRECAUOO7U9
1536,1.0,20.0,crime,A28VRECAUOO7U9
1537,1.0,12.0,crime,A28VRECAUOO7U9
1538,1.0,13.0,crime,A28VRECAUOO7U9
1539,1.0,9.0,crime,A28VRECAUOO7U9
1540,0.0,2.0,crime,A3A6BVDDO2M1C9
1541,0.0,30.0,crime,A3A6BVDDO2M1C9
1542,1.0,23.0,crime,AHC727K66Y7Q0
1543,1.0,7.0,crime,AHC727K66Y7Q0
1544,1.0,21.0,crime,AHC727K66Y7Q0
1545,1.0,18.0,crime,AHC727K66Y7Q0
1546,1.0,26.0,crime,AHC727K66Y7Q0
1547,1.0,16.0,crime,AHC727K66Y7Q0
1548,1.0,6.0,crime,A1DAU187NK9I4M
1549,1.0,14.0,crime,A1DAU187NK9I4M
1550,1.0,7.0,crime,A1DAU187NK9I4M
1551,1.0,1.0,crime,A1DAU187NK9I4M
1552,1.0,4.0,crime,A1DAU187NK9I4M
1553,1.0,31.0,crime,A1DAU187NK9I4M
1554,1.0,18.0,crime,A3JTDNRJYVCGQD
1555,1.0,11.0,crime,A3JTDNRJYVCGQD
1556,1.0,21.0,crime,A3JTDNRJYVCGQD
1557,1.0,7.0,crime,A3JTDNRJYVCGQD
1558,1.0,12.0,crime,A3JTDNRJYVCGQD
1559,1.0,25.0,crime,A3JTDNRJYVCGQD
1560,1.0,22.0,crime,AMOAGR64033TY
1561,1.0,15.0,crime,AMOAGR64033TY
1562,1.0,7.0,crime,AMOAGR64033TY
1563,1.0,31.0,crime,AMOAGR64033TY
1564,1.0,12.0,crime,AMOAGR64033TY
1565,1.0,28.0,crime,AMOAGR64033TY
1566,1.0,14.0,crime,A314HZMO5U42D8
1567,1.0,12.0,crime,A314HZMO5U42D8
1568,1.0,6.0,crime,A314HZMO5U42D8
1569,1.0,27.0,crime,A314HZMO5U42D8
1570,1.0,1.0,crime,A314HZMO5U42D8
1571,1.0,24.0,crime,A314HZMO5U42D8
1572,1.0,6.0,crime,A1FWL512NDBPBA
1573,1.0,19.0,crime,A1FWL512NDBPBA
1574,1.0,2.0,crime,A1FWL512NDBPBA
1575,1.0,30.0,crime,A1FWL512NDBPBA
1576,1.0,1.0,crime,A1FWL512NDBPBA
1577,1.0,24.0,crime,A1FWL512NDBPBA
1578,0.0,30.0,crime,A3JHC4G2MHX9JS
1579,0.0,31.0,crime,A3JHC4G2MHX9JS
1580,0.0,26.0,crime,A3JHC4G2MHX9JS
1581,1.0,19.0,crime,A2B2HQHFBYLTXU
1582,1.0,9.0,crime,A2B2HQHFBYLTXU
1583,1.0,7.0,crime,A2B2HQHFBYLTXU
1584,1.0,4.0,crime,A2B2HQHFBYLTXU
1585,1.0,14.0,crime,A2B2HQHFBYLTXU
1586,1.0,23.0,crime,A2B2HQHFBYLTXU
1587,1.0,13.0,crime,AYA1LRB27KSR1
1588,1.0,21.0,crime,AYA1LRB27KSR1
1589,1.0,15.0,crime,AYA1LRB27KSR1
1590,1.0,2.0,crime,AYA1LRB27KSR1
1591,1.0,22.0,crime,AYA1LRB27KSR1
1592,1.0,11.0,crime,AYA1LRB27KSR1
1593,1.0,5.0,crime,AXOQ8FN7BIFGI
1594,1.0,19.0,crime,AXOQ8FN7BIFGI
1595,1.0,7.0,crime,AXOQ8FN7BIFGI
1596,1.0,17.0,crime,AXOQ8FN7BIFGI
1597,1.0,13.0,crime,AXOQ8FN7BIFGI
1598,1.0,21.0,crime,AXOQ8FN7BIFGI
1599,1.0,17.0,crime,A12TKLBACBXNEW
1600,1.0,14.0,crime,A12TKLBACBXNEW
1601,1.0,13.0,crime,A12TKLBACBXNEW
1602,1.0,10.0,crime,A12TKLBACBXNEW
1603,1.0,6.0,crime,A12TKLBACBXNEW
1604,1.0,26.0,crime,A12TKLBACBXNEW
1605,1.0,8.0,crime,A1M24593XO5Z3C
1606,1.0,4.0,crime,A1M24593XO5Z3C
1607,1.0,22.0,crime,A1M24593XO5Z3C
1608,1.0,10.0,crime,A1M24593XO5Z3C
1609,1.0,28.0,crime,A1M24593XO5Z3C
1610,1.0,14.0,crime,A1M24593XO5Z3C
1611,1.0,31.0,crime,A2PSNPBPX548KQ
1612,1.0,6.0,crime,A2PSNPBPX548KQ
1613,1.0,30.0,crime,A2PSNPBPX548KQ
1614,1.0,10.0,crime,A2PSNPBPX548KQ
1615,1.0,20.0,crime,A2PSNPBPX548KQ
1616,1.0,15.0,crime,A2PSNPBPX548KQ
1617,0.0,4.0,crime,A1LW7S3NBOSJPA
1618,0.0,24.0,crime,A1LW7S3NBOSJPA
1619,1.0,20.0,crime,A1LW7S3NBOSJPA
1620,0.0,8.0,crime,A1LW7S3NBOSJPA
1621,1.0,2.0,crime,A33J9Z57TMJJSP
1622,1.0,28.0,crime,A33J9Z57TMJJSP
1623,1.0,18.0,crime,A33J9Z57TMJJSP
1624,0.0,25.0,crime,A33J9Z57TMJJSP
1625,1.0,24.0,crime,A33J9Z57TMJJSP
1626,1.0,6.0,crime,A33J9Z57TMJJSP
1627,1.0,24.0,crime,A22A8HV5E06VQZ
1628,1.0,30.0,crime,A22A8HV5E06VQZ
1629,1.0,13.0,crime,A22A8HV5E06VQZ
1630,0.0,6.0,crime,A22A8HV5E06VQZ
1631,0.0,10.0,crime,A22A8HV5E06VQZ
1632,1.0,11.0,crime,APRF959FYZDFN
1633,0.0,7.0,crime,APRF959FYZDFN
1634,1.0,23.0,crime,APRF959FYZDFN
1635,1.0,1.0,crime,APRF959FYZDFN
1636,1.0,28.0,crime,APRF959FYZDFN
1637,0.0,25.0,crime,APRF959FYZDFN
1638,1.0,14.0,crime,A3P4XZJM2DEATZ
1639,1.0,5.0,crime,A3P4XZJM2DEATZ
1640,1.0,20.0,crime,A3P4XZJM2DEATZ
1641,1.0,18.0,crime,A3P4XZJM2DEATZ
1642,1.0,30.0,crime,A3P4XZJM2DEATZ
1643,1.0,26.0,crime,A3P4XZJM2DEATZ
1644,1.0,26.0,crime,A2CDAF10UOOIG6
1645,1.0,27.0,crime,A2CDAF10UOOIG6
1646,1.0,13.0,crime,A2CDAF10UOOIG6
1647,1.0,8.0,crime,A2CDAF10UOOIG6
1648,1.0,24.0,crime,A2CDAF10UOOIG6
1649,1.0,30.0,crime,A2CDAF10UOOIG6
1650,0.0,21.0,crime,A3E6HPXTP1ZCV6
1651,1.0,30.0,crime,A3E6HPXTP1ZCV6
1652,0.0,20.0,crime,A3E6HPXTP1ZCV6
1653,1.0,27.0,crime,A3E6HPXTP1ZCV6
1654,1.0,4.0,crime,A3E6HPXTP1ZCV6
1655,1.0,14.0,crime,A3E6HPXTP1ZCV6
1656,0.0,29.0,crime,A1U0ZV3LHDLBGZ
1657,0.0,20.0,crime,A1U0ZV3LHDLBGZ
1658,0.0,5.0,crime,A1U0ZV3LHDLBGZ
1659,1.0,26.0,crime,A2OVX9UW5WANQE
1660,1.0,22.0,crime,A2OVX9UW5WANQE
1661,1.0,30.0,crime,A2OVX9UW5WANQE
1662,1.0,8.0,crime,A2OVX9UW5WANQE
1663,1.0,17.0,crime,A2OVX9UW5WANQE
1664,1.0,4.0,crime,A2OVX9UW5WANQE
1665,0.0,3.0,crime,A12GM5Z7BHMG0D
1666,1.0,2.0,crime,A12GM5Z7BHMG0D
1667,1.0,30.0,crime,A12GM5Z7BHMG0D
1668,0.0,25.0,crime,A12GM5Z7BHMG0D
1669,0.0,6.0,crime,A12GM5Z7BHMG0D
1670,0.0,10.0,crime,A3AB866JYLTERS
1671,0.0,29.0,crime,A3AB866JYLTERS
1672,0.0,17.0,crime,A3AB866JYLTERS
1673,0.0,6.0,crime,A33A1I9VLRW7YQ
1674,0.0,14.0,crime,A33A1I9VLRW7YQ
1675,0.0,22.0,crime,A33A1I9VLRW7YQ
1676,0.0,3.0,crime,A2ST4IPA3GYFSP
1677,0.0,10.0,crime,A2ST4IPA3GYFSP
1678,0.0,28.0,crime,A2ST4IPA3GYFSP
1679,0.0,30.0,crime,A299IDZN1XZG4H
1680,1.0,14.0,crime,A38FIMIHKIJYDN
1681,1.0,10.0,crime,A38FIMIHKIJYDN
1682,1.0,6.0,crime,A38FIMIHKIJYDN
1683,1.0,11.0,crime,A38FIMIHKIJYDN
1684,1.0,3.0,crime,A38FIMIHKIJYDN
1685,1.0,13.0,crime,A38FIMIHKIJYDN
1686,0.0,13.0,crime,AG979LACJ1PU8
1687,0.0,24.0,crime,A39S5SE0ME5GUG
1688,0.0,26.0,crime,A39S5SE0ME5GUG
1689,1.0,24.0,crime,A1BYXQ8PL7ZFNS
1690,1.0,17.0,crime,A1BYXQ8PL7ZFNS
1691,1.0,21.0,crime,A1BYXQ8PL7ZFNS
1692,1.0,14.0,crime,A1BYXQ8PL7ZFNS
1693,0.0,6.0,crime,A1BYXQ8PL7ZFNS
1694,1.0,15.0,crime,A1BYXQ8PL7ZFNS
1695,1.0,2.0,crime,A1N53V41FMCR7Q
1696,1.0,6.0,crime,A1N53V41FMCR7Q
1697,1.0,31.0,crime,A1N53V41FMCR7Q
1698,1.0,24.0,crime,A1N53V41FMCR7Q
1699,1.0,17.0,crime,A1N53V41FMCR7Q
1700,1.0,9.0,crime,A1N53V41FMCR7Q
1701,0.0,2.0,crime,AL6FC2OI6KM95
1702,0.0,17.0,crime,AL6FC2OI6KM95
1703,1.0,1.0,crime,AL6FC2OI6KM95
1704,0.0,16.0,crime,AL6FC2OI6KM95
1705,1.0,5.0,crime,A1LLBT92I9VVCQ
1706,1.0,16.0,crime,A1LLBT92I9VVCQ
1707,1.0,22.0,crime,A1LLBT92I9VVCQ
1708,1.0,18.0,crime,A1LLBT92I9VVCQ
1709,1.0,7.0,crime,A1LLBT92I9VVCQ
1710,1.0,6.0,crime,A1LLBT92I9VVCQ
1711,0.0,5.0,crime,A1BQ7TAPC1235O
1712,0.0,2.0,crime,A1BQ7TAPC1235O
1713,0.0,31.0,crime,A1BQ7TAPC1235O
1714,0.0,14.0,crime,A3JN88NC5T41VM
1715,1.0,8.0,crime,A3JN88NC5T41VM
1716,0.0,4.0,crime,A3JN88NC5T41VM
1717,1.0,21.0,crime,AY9T679IYU79I
1718,0.0,8.0,crime,AY9T679IYU79I
1719,0.0,10.0,crime,AY9T679IYU79I
1720,1.0,22.0,crime,AY9T679IYU79I
1721,0.0,17.0,crime,AY9T679IYU79I
1722,1.0,31.0,crime,A2LF84L3K71GR2
1723,1.0,12.0,crime,A2LF84L3K71GR2
1724,1.0,14.0,crime,A2LF84L3K71GR2
1725,1.0,20.0,crime,A2LF84L3K71GR2
1726,1.0,23.0,crime,A2LF84L3K71GR2
1727,1.0,28.0,crime,A2LF84L3K71GR2
1728,0.0,23.0,crime,A2RPWADMIRY42T
1729,0.0,2.0,crime,A2RPWADMIRY42T
1730,1.0,26.0,crime,A2RPWADMIRY42T
1731,0.0,7.0,crime,A2RPWADMIRY42T
1732,0.0,25.0,crime,AMEQUH2AXDPR2
1733,0.0,27.0,crime,AMEQUH2AXDPR2
1734,1.0,18.0,crime,AMEQUH2AXDPR2
1735,1.0,15.0,crime,AMEQUH2AXDPR2
1736,0.0,10.0,crime,AMEQUH2AXDPR2
1737,0.0,29.0,crime,A31TZL82Q6JNSF
1738,0.0,22.0,crime,A31TZL82Q6JNSF
1739,0.0,17.0,crime,A31TZL82Q6JNSF
1740,0.0,25.0,crime,A25DHG5ER7AVSX
1741,1.0,7.0,crime,A25DHG5ER7AVSX
1742,0.0,13.0,crime,A25DHG5ER7AVSX
1743,1.0,26.0,crime,A246I35NUEIFYE
1744,1.0,12.0,crime,A246I35NUEIFYE
1745,1.0,9.0,crime,A246I35NUEIFYE
1746,1.0,8.0,crime,A246I35NUEIFYE
1747,1.0,31.0,crime,A246I35NUEIFYE
1748,1.0,2.0,crime,A246I35NUEIFYE
1749,0.0,10.0,crime,A80SO9MBRFPYE
1750,1.0,30.0,crime,A80SO9MBRFPYE
1751,1.0,9.0,crime,A80SO9MBRFPYE
1752,1.0,20.0,crime,A80SO9MBRFPYE
1753,1.0,2.0,crime,A80SO9MBRFPYE
1754,0.0,21.0,crime,A80SO9MBRFPYE
1755,1.0,4.0,crime,A16MXC30ZQ2W82
1756,0.0,22.0,crime,A16MXC30ZQ2W82
1757,1.0,13.0,crime,A16MXC30ZQ2W82
1758,1.0,25.0,crime,A16MXC30ZQ2W82
1759,1.0,10.0,crime,A16MXC30ZQ2W82
1760,0.0,1.0,crime,A16MXC30ZQ2W82
1761,0.0,30.0,crime,A2N8SM7NRJEDG5
1762,1.0,1.0,crime,A2N8SM7NRJEDG5
1763,0.0,25.0,crime,A2N8SM7NRJEDG5
1764,0.0,21.0,crime,A2N8SM7NRJEDG5
1765,0.0,20.0,crime,A20ZOAYRMRR2RA
1766,1.0,17.0,crime,A20ZOAYRMRR2RA
1767,0.0,26.0,crime,A20ZOAYRMRR2RA
1768,0.0,30.0,crime,A20ZOAYRMRR2RA
1769,1.0,,crime,A3BKUY3SFZKK6T
1770,0.0,17.0,crime,A3BKUY3SFZKK6T
1771,0.0,29.0,crime,A3BKUY3SFZKK6T
1772,1.0,23.0,crime,A3BKUY3SFZKK6T
1773,0.0,13.0,crime,A3BKUY3SFZKK6T
1774,1.0,26.0,crime,A1F9KLZGHE9DTA
1775,1.0,15.0,crime,A1F9KLZGHE9DTA
1776,1.0,8.0,crime,A1F9KLZGHE9DTA
1777,1.0,25.0,crime,A1F9KLZGHE9DTA
1778,1.0,17.0,crime,A1F9KLZGHE9DTA
1779,1.0,11.0,crime,A1F9KLZGHE9DTA
1780,0.0,10.0,crime,A1NPPAY3VQT849
1781,0.0,14.0,crime,A1NPPAY3VQT849
1782,0.0,3.0,crime,A1NPPAY3VQT849
1783,0.0,26.0,crime,A142OND6055FT8
1784,1.0,2.0,crime,A142OND6055FT8
1785,1.0,19.0,crime,A142OND6055FT8
1786,1.0,24.0,crime,A142OND6055FT8
1787,1.0,15.0,crime,A142OND6055FT8
1788,1.0,13.0,crime,A142OND6055FT8
1789,0.0,29.0,crime,A2PI5W803BVN1J
1790,0.0,4.0,crime,A2PI5W803BVN1J
1791,1.0,16.0,crime,A2PI5W803BVN1J
1792,0.0,9.0,crime,A2PI5W803BVN1J
1793,1.0,12.0,crime,AISP1W21TP0H6
