,bardguilt,mltnguilt,question,rating,scenario,start,stop,subjguilt,uid
5542,true,,8,90,22.0,2020-12-12 00:26:39,2020-12-12 00:27:39,,A28W67ZXNQ3K19
5543,true,,19,72,6.0,2020-12-12 00:26:00,2020-12-12 00:27:42,,A2FQON8PKT8ZB1
5544,true,,20,75,25.0,2020-12-12 00:26:00,2020-12-12 00:28:01,,A2FQON8PKT8ZB1
5545,true,,9,97,1.0,2020-12-12 00:26:39,2020-12-12 00:28:12,,A28W67ZXNQ3K19
5546,true,,21,53,10.0,2020-12-12 00:26:00,2020-12-12 00:28:20,,A2FQON8PKT8ZB1
5547,true,,2,59,7.0,2020-12-12 00:27:23,2020-12-12 00:28:25,,A6KOTWP7N7RLU
5548,true,,10,69,25.0,2020-12-12 00:26:39,2020-12-12 00:28:51,,A28W67ZXNQ3K19
5549,false,,22,9,21.0,2020-12-12 00:28:27,2020-12-12 00:28:55,,A2FQON8PKT8ZB1
5550,false,,3,24,12.0,2020-12-12 00:27:23,2020-12-12 00:29:06,,A6KOTWP7N7RLU
5551,false,,23,22,31.0,2020-12-12 00:28:27,2020-12-12 00:29:17,,A2FQON8PKT8ZB1
5552,false,,11,22,10.0,2020-12-12 00:28:58,2020-12-12 00:29:27,,A28W67ZXNQ3K19
5553,false,,24,24,29.0,2020-12-12 00:28:27,2020-12-12 00:29:36,,A2FQON8PKT8ZB1
5554,false,false,0,52,3.0,2020-12-12 00:30:13,2020-12-12 00:31:28,true,A26TP4HHSINK5E
5555,true,,25,76,5.0,2020-12-12 00:28:27,2020-12-12 00:29:55,,A2FQON8PKT8ZB1
5556,true,,26,82,17.0,2020-12-12 00:28:27,2020-12-12 00:30:18,,A2FQON8PKT8ZB1
5557,true,,12,86,23.0,2020-12-12 00:28:58,2020-12-12 00:30:24,,A28W67ZXNQ3K19
5558,true,true,1,71,8.0,2020-12-12 00:30:13,2020-12-12 00:32:11,true,A26TP4HHSINK5E
5559,false,,27,10,3.0,2020-12-12 00:28:27,2020-12-12 00:30:45,,A2FQON8PKT8ZB1
5560,true,,4,62,6.0,2020-12-12 00:27:23,2020-12-12 00:30:48,,A6KOTWP7N7RLU
5561,true,,28,98,1.0,2020-12-12 00:30:51,2020-12-12 00:31:10,,A2FQON8PKT8ZB1
5562,true,,29,63,7.0,2020-12-12 00:30:51,2020-12-12 00:31:42,,A2FQON8PKT8ZB1
5563,false,false,2,4,15.0,2020-12-12 00:32:22,2020-12-12 00:33:30,false,A26TP4HHSINK5E
5564,false,,5,20,20.0,2020-12-12 00:27:23,2020-12-12 00:31:59,,A6KOTWP7N7RLU
5565,true,,30,48,23.0,2020-12-12 00:30:51,2020-12-12 00:32:00,,A2FQON8PKT8ZB1
5566,true,true,3,94,2.0,2020-12-12 00:32:22,2020-12-12 00:34:21,true,A26TP4HHSINK5E
5567,false,true,0,44,16.0,2020-12-12 00:32:42,2020-12-12 00:32:58,true,AL0WBXQQ2DVOW
5568,true,false,1,50,27.0,2020-12-12 00:32:42,2020-12-12 00:33:08,true,AL0WBXQQ2DVOW
5569,false,,6,39,23.0,2020-12-12 00:27:23,2020-12-12 00:33:24,,A6KOTWP7N7RLU
5570,true,true,2,50,26.0,2020-12-12 00:33:18,2020-12-12 00:33:31,false,AL0WBXQQ2DVOW
5571,true,true,3,34,22.0,2020-12-12 00:33:18,2020-12-12 00:33:38,true,AL0WBXQQ2DVOW
5572,true,false,4,21,6.0,2020-12-12 00:33:18,2020-12-12 00:33:51,true,AL0WBXQQ2DVOW
5573,true,false,5,27,15.0,2020-12-12 00:33:18,2020-12-12 00:34:00,true,AL0WBXQQ2DVOW
5574,true,false,6,25,10.0,2020-12-12 00:33:18,2020-12-12 00:34:10,true,AL0WBXQQ2DVOW
5575,true,false,7,33,17.0,2020-12-12 00:34:15,2020-12-12 00:34:25,true,AL0WBXQQ2DVOW
5576,false,true,4,77,30.0,2020-12-12 00:32:22,2020-12-12 00:36:04,true,A26TP4HHSINK5E
5577,true,true,8,34,31.0,2020-12-12 00:34:15,2020-12-12 00:34:33,true,AL0WBXQQ2DVOW
5578,false,false,9,33,3.0,2020-12-12 00:34:15,2020-12-12 00:34:41,false,AL0WBXQQ2DVOW
5579,false,,13,25,28.0,2020-12-12 00:28:58,2020-12-12 00:34:43,,A28W67ZXNQ3K19
5580,true,,7,97,1.0,2020-12-12 00:33:37,2020-12-12 00:34:44,,A6KOTWP7N7RLU
5581,true,true,10,35,20.0,2020-12-12 00:34:15,2020-12-12 00:34:50,true,AL0WBXQQ2DVOW
5582,true,false,11,64,2.0,2020-12-12 00:34:55,2020-12-12 00:35:02,true,AL0WBXQQ2DVOW
5583,true,true,12,26,7.0,2020-12-12 00:34:55,2020-12-12 00:35:10,false,AL0WBXQQ2DVOW
5584,true,true,0,100,21.0,2020-12-12 00:34:11,2020-12-12 00:35:11,true,A2R75YFKVALBXE
5585,true,true,13,34,29.0,2020-12-12 00:34:55,2020-12-12 00:35:17,true,AL0WBXQQ2DVOW
5586,false,,14,16,15.0,2020-12-12 00:28:58,2020-12-12 00:35:20,,A28W67ZXNQ3K19
5587,false,true,14,35,12.0,2020-12-12 00:34:55,2020-12-12 00:35:24,true,AL0WBXQQ2DVOW
5588,true,true,15,37,18.0,2020-12-12 00:34:55,2020-12-12 00:35:30,true,AL0WBXQQ2DVOW
5589,true,true,5,95,24.0,2020-12-12 00:32:22,2020-12-12 00:37:16,true,A26TP4HHSINK5E
5590,true,true,16,47,25.0,2020-12-12 00:34:55,2020-12-12 00:35:37,true,AL0WBXQQ2DVOW
5591,false,,15,10,2.0,2020-12-12 00:28:58,2020-12-12 00:35:52,,A28W67ZXNQ3K19
5592,true,,8,67,5.0,2020-12-12 00:33:37,2020-12-12 00:36:01,,A6KOTWP7N7RLU
5593,false,,16,19,4.0,2020-12-12 00:28:58,2020-12-12 00:36:25,,A28W67ZXNQ3K19
5594,true,true,6,97,14.0,2020-12-12 00:32:22,2020-12-12 00:38:10,true,A26TP4HHSINK5E
5595,false,,9,43,10.0,2020-12-12 00:33:37,2020-12-12 00:37:07,,A6KOTWP7N7RLU
5596,true,,17,98,27.0,2020-12-12 00:36:34,2020-12-12 00:37:12,,A28W67ZXNQ3K19
5597,false,true,7,43,6.0,2020-12-12 00:38:20,2020-12-12 00:39:22,true,A26TP4HHSINK5E
5598,false,false,1,13,25.0,2020-12-12 00:34:11,2020-12-12 00:37:52,false,A2R75YFKVALBXE
5599,false,false,8,3,12.0,2020-12-12 00:38:20,2020-12-12 00:40:06,false,A26TP4HHSINK5E
5600,true,,18,47,29.0,2020-12-12 00:36:34,2020-12-12 00:38:42,,A28W67ZXNQ3K19
5601,true,,10,69,14.0,2020-12-12 00:33:37,2020-12-12 00:39:01,,A6KOTWP7N7RLU
5602,false,true,9,72,31.0,2020-12-12 00:38:20,2020-12-12 00:41:10,true,A26TP4HHSINK5E
5603,false,,19,3,18.0,2020-12-12 00:36:34,2020-12-12 00:39:48,,A28W67ZXNQ3K19
5604,true,true,10,99,1.0,2020-12-12 00:38:20,2020-12-12 00:41:35,true,A26TP4HHSINK5E
5605,false,false,2,35,6.0,2020-12-12 00:38:02,2020-12-12 00:40:05,false,A2R75YFKVALBXE
5606,true,,20,91,6.0,2020-12-12 00:36:34,2020-12-12 00:40:20,,A28W67ZXNQ3K19
5607,false,false,11,1,21.0,2020-12-12 00:41:43,2020-12-12 00:42:19,false,A26TP4HHSINK5E
5608,true,,11,72,2.0,2020-12-12 00:39:15,2020-12-12 00:41:12,,A6KOTWP7N7RLU
5609,false,,21,28,20.0,2020-12-12 00:36:34,2020-12-12 00:41:12,,A28W67ZXNQ3K19
5610,false,false,12,12,29.0,2020-12-12 00:41:43,2020-12-12 00:43:00,true,A26TP4HHSINK5E
5611,true,true,3,78,28.0,2020-12-12 00:38:02,2020-12-12 00:41:40,true,A2R75YFKVALBXE
5612,false,,22,48,24.0,2020-12-12 00:41:20,2020-12-12 00:41:59,,A28W67ZXNQ3K19
5613,true,true,13,82,17.0,2020-12-12 00:41:43,2020-12-12 00:43:40,true,A26TP4HHSINK5E
5614,true,true,4,100,5.0,2020-12-12 00:38:02,2020-12-12 00:42:11,true,A2R75YFKVALBXE
5615,false,,12,32,8.0,2020-12-12 00:39:15,2020-12-12 00:42:23,,A6KOTWP7N7RLU
5616,true,,23,97,17.0,2020-12-12 00:41:20,2020-12-12 00:42:32,,A28W67ZXNQ3K19
5617,true,,24,91,13.0,2020-12-12 00:41:20,2020-12-12 00:42:50,,A28W67ZXNQ3K19
5618,true,true,14,82,20.0,2020-12-12 00:41:43,2020-12-12 00:44:44,true,A26TP4HHSINK5E
5619,false,,25,44,11.0,2020-12-12 00:41:20,2020-12-12 00:43:33,,A28W67ZXNQ3K19
5620,false,false,5,16,30.0,2020-12-12 00:38:02,2020-12-12 00:43:51,false,A2R75YFKVALBXE
5621,false,false,15,9,18.0,2020-12-12 00:41:43,2020-12-12 00:45:31,true,A26TP4HHSINK5E
5622,false,,13,37,4.0,2020-12-12 00:39:15,2020-12-12 00:43:57,,A6KOTWP7N7RLU
5623,false,,26,43,31.0,2020-12-12 00:41:20,2020-12-12 00:44:14,,A28W67ZXNQ3K19
5624,false,true,16,22,19.0,2020-12-12 00:41:43,2020-12-12 00:46:19,true,A26TP4HHSINK5E
5625,true,,27,89,8.0,2020-12-12 00:41:20,2020-12-12 00:44:55,,A28W67ZXNQ3K19
5626,false,,14,17,15.0,2020-12-12 00:39:15,2020-12-12 00:45:18,,A6KOTWP7N7RLU
5627,true,true,17,94,28.0,2020-12-12 00:46:28,2020-12-12 00:47:06,true,A26TP4HHSINK5E
5628,true,true,6,100,27.0,2020-12-12 00:38:02,2020-12-12 00:46:02,true,A2R75YFKVALBXE
5629,false,false,18,43,16.0,2020-12-12 00:46:28,2020-12-12 00:47:43,true,A26TP4HHSINK5E
5630,false,,28,69,30.0,2020-12-12 00:45:02,2020-12-12 00:46:15,,A28W67ZXNQ3K19
5631,false,,29,51,3.0,2020-12-12 00:45:02,2020-12-12 00:46:47,,A28W67ZXNQ3K19
5632,true,true,19,79,23.0,2020-12-12 00:46:28,2020-12-12 00:48:35,true,A26TP4HHSINK5E
5633,true,,15,95,19.0,2020-12-12 00:39:15,2020-12-12 00:47:07,,A6KOTWP7N7RLU
5634,true,,30,87,26.0,2020-12-12 00:45:02,2020-12-12 00:47:32,,A28W67ZXNQ3K19
5635,true,true,20,84,27.0,2020-12-12 00:46:28,2020-12-12 00:49:59,true,A26TP4HHSINK5E
5636,false,true,7,36,2.0,2020-12-12 00:46:14,2020-12-12 00:48:43,true,A2R75YFKVALBXE
5637,true,,16,91,31.0,2020-12-12 00:39:15,2020-12-12 00:49:05,,A6KOTWP7N7RLU
5638,true,true,21,98,5.0,2020-12-12 00:46:28,2020-12-12 00:50:50,true,A26TP4HHSINK5E
5639,true,true,8,91,12.0,2020-12-12 00:46:14,2020-12-12 00:49:13,true,A2R75YFKVALBXE
5640,true,true,22,92,11.0,2020-12-12 00:50:58,2020-12-12 00:51:36,true,A26TP4HHSINK5E
5641,true,true,23,98,25.0,2020-12-12 00:50:58,2020-12-12 00:52:01,true,A26TP4HHSINK5E
5642,true,true,9,88,3.0,2020-12-12 00:46:14,2020-12-12 00:50:44,true,A2R75YFKVALBXE
5643,true,true,24,96,7.0,2020-12-12 00:50:58,2020-12-12 00:52:44,true,A26TP4HHSINK5E
5644,true,true,25,94,9.0,2020-12-12 00:50:58,2020-12-12 00:53:32,true,A26TP4HHSINK5E
5645,false,true,10,69,20.0,2020-12-12 00:46:14,2020-12-12 00:52:19,true,A2R75YFKVALBXE
5646,true,true,26,98,22.0,2020-12-12 00:50:58,2020-12-12 00:53:59,true,A26TP4HHSINK5E
5647,true,,17,67,26.0,2020-12-12 00:49:23,2020-12-12 00:52:29,,A6KOTWP7N7RLU
5648,false,false,27,0,10.0,2020-12-12 00:50:58,2020-12-12 00:54:31,false,A26TP4HHSINK5E
5649,true,true,28,87,4.0,2020-12-12 00:54:36,2020-12-12 00:55:06,true,A26TP4HHSINK5E
5650,false,false,29,2,26.0,2020-12-12 00:54:36,2020-12-12 00:55:33,false,A26TP4HHSINK5E
5651,false,false,30,8,13.0,2020-12-12 00:54:36,2020-12-12 00:55:56,true,A26TP4HHSINK5E
5652,true,true,11,100,29.0,2020-12-12 00:52:31,2020-12-12 00:54:22,true,A2R75YFKVALBXE
5653,true,true,0,78,1.0,2020-12-12 00:53:38,2020-12-12 00:54:42,true,AAURS65ZO4SXC
5654,false,false,1,0,15.0,2020-12-12 00:53:38,2020-12-12 00:55:26,false,AAURS65ZO4SXC
5655,false,false,2,3,2.0,2020-12-12 00:55:34,2020-12-12 00:56:32,false,AAURS65ZO4SXC
5656,true,true,12,82,22.0,2020-12-12 00:52:31,2020-12-12 00:57:04,true,A2R75YFKVALBXE
5657,false,,18,40,25.0,2020-12-12 00:49:23,2020-12-12 00:57:10,,A6KOTWP7N7RLU
5658,false,false,3,1,12.0,2020-12-12 00:55:34,2020-12-12 00:57:29,false,AAURS65ZO4SXC
5659,false,false,0,26,24.0,2020-12-12 00:56:14,2020-12-12 00:57:30,false,AAA96Z6PLD746
5660,true,true,0,94,10.0,2020-12-12 00:57:21,2020-12-12 00:57:50,true,A3NMU6AVMQ0QDB
5661,false,false,1,21,29.0,2020-12-12 00:57:21,2020-12-12 00:58:07,false,A3NMU6AVMQ0QDB
5662,true,true,13,100,13.0,2020-12-12 00:52:31,2020-12-12 00:58:13,true,A2R75YFKVALBXE
5663,true,,19,81,22.0,2020-12-12 00:49:23,2020-12-12 00:58:20,,A6KOTWP7N7RLU
5664,false,false,4,0,9.0,2020-12-12 00:55:34,2020-12-12 00:58:19,false,AAURS65ZO4SXC
5665,false,false,2,7,6.0,2020-12-12 00:58:14,2020-12-12 00:58:39,false,A3NMU6AVMQ0QDB
5666,true,true,3,97,28.0,2020-12-12 00:58:14,2020-12-12 00:58:55,true,A3NMU6AVMQ0QDB
5667,false,,20,41,16.0,2020-12-12 00:49:23,2020-12-12 00:59:09,,A6KOTWP7N7RLU
5668,true,true,14,100,23.0,2020-12-12 00:52:31,2020-12-12 00:59:12,true,A2R75YFKVALBXE
5669,false,false,4,12,9.0,2020-12-12 00:58:14,2020-12-12 00:59:15,false,A3NMU6AVMQ0QDB
5670,false,false,5,2,12.0,2020-12-12 00:58:14,2020-12-12 00:59:41,false,A3NMU6AVMQ0QDB
5671,false,false,5,20,10.0,2020-12-12 00:55:34,2020-12-12 00:59:49,false,AAURS65ZO4SXC
5672,false,false,6,7,20.0,2020-12-12 00:58:14,2020-12-12 00:59:56,false,A3NMU6AVMQ0QDB
5673,true,,0,42,13.0,2020-12-12 00:57:40,2020-12-12 00:59:42,,AOJJK61F8QF22
5674,true,true,15,100,11.0,2020-12-12 00:52:31,2020-12-12 01:00:05,true,A2R75YFKVALBXE
5675,true,,21,94,13.0,2020-12-12 00:49:23,2020-12-12 01:00:12,,A6KOTWP7N7RLU
5676,true,true,6,77,21.0,2020-12-12 00:55:34,2020-12-12 01:00:39,true,AAURS65ZO4SXC
5677,false,,1,97,27.0,2020-12-12 00:57:40,2020-12-12 01:00:40,,AOJJK61F8QF22
5678,true,,22,72,30.0,2020-12-12 01:00:28,2020-12-12 01:01:13,,A6KOTWP7N7RLU
5679,false,true,16,66,31.0,2020-12-12 00:52:31,2020-12-12 01:01:18,true,A2R75YFKVALBXE
5680,false,false,7,14,14.0,2020-12-12 01:01:18,2020-12-12 01:01:39,false,A3NMU6AVMQ0QDB
5681,true,,23,70,21.0,2020-12-12 01:00:28,2020-12-12 01:02:08,,A6KOTWP7N7RLU
5682,false,false,8,25,21.0,2020-12-12 01:01:18,2020-12-12 01:02:13,false,A3NMU6AVMQ0QDB
5683,true,true,17,91,8.0,2020-12-12 01:01:28,2020-12-12 01:02:20,true,A2R75YFKVALBXE
5684,true,true,9,97,25.0,2020-12-12 01:01:18,2020-12-12 01:02:36,true,A3NMU6AVMQ0QDB
5685,false,false,7,5,24.0,2020-12-12 01:00:48,2020-12-12 01:02:44,true,AAURS65ZO4SXC
5686,true,,2,53,1.0,2020-12-12 01:00:59,2020-12-12 01:02:30,,AOJJK61F8QF22
5687,true,true,10,63,3.0,2020-12-12 01:01:18,2020-12-12 01:02:51,true,A3NMU6AVMQ0QDB
5688,true,,24,87,24.0,2020-12-12 01:00:28,2020-12-12 01:02:55,,A6KOTWP7N7RLU
5689,false,false,8,3,19.0,2020-12-12 01:00:48,2020-12-12 01:03:16,false,AAURS65ZO4SXC
5690,false,false,11,40,23.0,2020-12-12 01:03:07,2020-12-12 01:03:22,false,A3NMU6AVMQ0QDB
5691,true,,25,80,11.0,2020-12-12 01:00:28,2020-12-12 01:03:36,,A6KOTWP7N7RLU
5692,false,false,12,33,22.0,2020-12-12 01:03:07,2020-12-12 01:03:45,false,A3NMU6AVMQ0QDB
5693,false,false,9,0,23.0,2020-12-12 01:00:48,2020-12-12 01:03:46,false,AAURS65ZO4SXC
5694,false,,3,71,21.0,2020-12-12 01:00:59,2020-12-12 01:03:31,,AOJJK61F8QF22
5695,true,true,18,100,1.0,2020-12-12 01:01:28,2020-12-12 01:03:54,true,A2R75YFKVALBXE
5696,false,false,13,22,30.0,2020-12-12 01:03:07,2020-12-12 01:03:58,false,A3NMU6AVMQ0QDB
5697,false,false,14,4,7.0,2020-12-12 01:03:07,2020-12-12 01:04:11,false,A3NMU6AVMQ0QDB
5698,true,,26,87,17.0,2020-12-12 01:00:28,2020-12-12 01:04:21,,A6KOTWP7N7RLU
5699,false,false,10,0,31.0,2020-12-12 01:00:48,2020-12-12 01:04:20,true,AAURS65ZO4SXC
5700,false,false,15,61,5.0,2020-12-12 01:03:07,2020-12-12 01:04:30,false,A3NMU6AVMQ0QDB
5701,false,false,16,65,15.0,2020-12-12 01:03:07,2020-12-12 01:04:41,false,A3NMU6AVMQ0QDB
5702,false,,4,97,31.0,2020-12-12 01:00:59,2020-12-12 01:04:20,,AOJJK61F8QF22
5703,true,true,19,88,7.0,2020-12-12 01:01:28,2020-12-12 01:05:01,true,A2R75YFKVALBXE
5704,true,,27,65,3.0,2020-12-12 01:00:28,2020-12-12 01:05:06,,A6KOTWP7N7RLU
5705,false,false,17,48,11.0,2020-12-12 01:05:02,2020-12-12 01:05:12,false,A3NMU6AVMQ0QDB
5706,true,,5,72,24.0,2020-12-12 01:00:59,2020-12-12 01:05:09,,AOJJK61F8QF22
5707,true,true,18,77,18.0,2020-12-12 01:05:02,2020-12-12 01:05:33,true,A3NMU6AVMQ0QDB
5708,false,false,19,75,26.0,2020-12-12 01:05:02,2020-12-12 01:05:58,false,A3NMU6AVMQ0QDB
5709,false,false,20,30,10.0,2020-12-12 01:01:28,2020-12-12 01:06:00,false,A2R75YFKVALBXE
5710,false,,28,18,29.0,2020-12-12 01:05:20,2020-12-12 01:06:06,,A6KOTWP7N7RLU
5711,true,true,11,68,22.0,2020-12-12 01:04:25,2020-12-12 01:06:06,true,AAURS65ZO4SXC
5712,false,false,20,33,31.0,2020-12-12 01:05:02,2020-12-12 01:06:11,false,A3NMU6AVMQ0QDB
5713,false,false,21,72,2.0,2020-12-12 01:05:02,2020-12-12 01:06:24,false,A3NMU6AVMQ0QDB
5714,true,,6,57,7.0,2020-12-12 01:00:59,2020-12-12 01:06:10,,AOJJK61F8QF22
5715,false,false,12,0,26.0,2020-12-12 01:04:25,2020-12-12 01:06:38,false,AAURS65ZO4SXC
5716,false,false,22,9,27.0,2020-12-12 01:06:42,2020-12-12 01:06:55,false,A3NMU6AVMQ0QDB
5717,false,true,21,68,14.0,2020-12-12 01:01:28,2020-12-12 01:06:57,true,A2R75YFKVALBXE
5718,false,,29,27,28.0,2020-12-12 01:05:20,2020-12-12 01:07:06,,A6KOTWP7N7RLU
5719,true,true,23,72,16.0,2020-12-12 01:06:42,2020-12-12 01:07:12,true,A3NMU6AVMQ0QDB
5720,false,false,13,3,20.0,2020-12-12 01:04:25,2020-12-12 01:07:19,false,AAURS65ZO4SXC
5721,false,false,24,53,19.0,2020-12-12 01:06:42,2020-12-12 01:07:25,false,A3NMU6AVMQ0QDB
5722,true,true,1,97,27.0,2020-12-12 00:56:14,2020-12-12 01:07:35,true,AAA96Z6PLD746
5723,false,false,25,32,4.0,2020-12-12 01:06:42,2020-12-12 01:07:38,false,A3NMU6AVMQ0QDB
5724,false,false,14,5,5.0,2020-12-12 01:04:25,2020-12-12 01:07:49,false,AAURS65ZO4SXC
5725,false,false,26,67,8.0,2020-12-12 01:06:42,2020-12-12 01:07:55,false,A3NMU6AVMQ0QDB
5726,true,,7,56,2.0,2020-12-12 01:06:50,2020-12-12 01:07:44,,AOJJK61F8QF22
5727,true,,30,87,9.0,2020-12-12 01:05:20,2020-12-12 01:08:08,,A6KOTWP7N7RLU
5728,true,true,2,97,21.0,2020-12-12 01:07:44,2020-12-12 01:08:29,true,AAA96Z6PLD746
5729,true,true,27,77,17.0,2020-12-12 01:06:42,2020-12-12 01:08:32,true,A3NMU6AVMQ0QDB
5730,true,true,22,81,19.0,2020-12-12 01:07:06,2020-12-12 01:08:35,true,A2R75YFKVALBXE
5731,false,,8,80,30.0,2020-12-12 01:06:50,2020-12-12 01:08:35,,AOJJK61F8QF22
5732,false,false,3,20,13.0,2020-12-12 01:07:44,2020-12-12 01:09:20,false,AAA96Z6PLD746
5733,false,false,23,23,16.0,2020-12-12 01:07:06,2020-12-12 01:09:23,false,A2R75YFKVALBXE
5734,true,,9,72,22.0,2020-12-12 01:06:50,2020-12-12 01:09:15,,AOJJK61F8QF22
5735,false,false,15,27,14.0,2020-12-12 01:04:25,2020-12-12 01:09:49,true,AAURS65ZO4SXC
5736,true,true,4,83,2.0,2020-12-12 01:07:44,2020-12-12 01:09:54,true,AAA96Z6PLD746
5737,false,false,24,0,15.0,2020-12-12 01:07:06,2020-12-12 01:10:10,false,A2R75YFKVALBXE
5738,true,true,28,74,13.0,2020-12-12 01:10:00,2020-12-12 01:10:48,true,A3NMU6AVMQ0QDB
5739,false,false,29,30,24.0,2020-12-12 01:10:00,2020-12-12 01:11:04,false,A3NMU6AVMQ0QDB
5740,false,false,30,70,1.0,2020-12-12 01:10:00,2020-12-12 01:11:16,false,A3NMU6AVMQ0QDB
5741,true,true,5,98,26.0,2020-12-12 01:07:44,2020-12-12 01:11:20,true,AAA96Z6PLD746
5742,false,false,16,40,3.0,2020-12-12 01:04:25,2020-12-12 01:11:23,true,AAURS65ZO4SXC
5743,true,true,6,91,3.0,2020-12-12 01:07:44,2020-12-12 01:12:16,true,AAA96Z6PLD746
5744,false,false,17,10,18.0,2020-12-12 01:11:27,2020-12-12 01:12:18,false,AAURS65ZO4SXC
5745,true,true,25,77,24.0,2020-12-12 01:07:06,2020-12-12 01:12:59,true,A2R75YFKVALBXE
5746,false,,10,57,10.0,2020-12-12 01:06:50,2020-12-12 01:12:52,,AOJJK61F8QF22
5747,false,false,18,3,4.0,2020-12-12 01:11:27,2020-12-12 01:13:19,false,AAURS65ZO4SXC
5748,false,false,7,1,20.0,2020-12-12 01:12:22,2020-12-12 01:13:34,false,AAA96Z6PLD746
5749,false,false,26,0,4.0,2020-12-12 01:07:06,2020-12-12 01:13:39,false,A2R75YFKVALBXE
5750,false,false,19,5,25.0,2020-12-12 01:11:27,2020-12-12 01:14:32,false,AAURS65ZO4SXC
5751,true,true,8,99,15.0,2020-12-12 01:12:22,2020-12-12 01:14:40,true,AAA96Z6PLD746
5752,false,false,20,0,13.0,2020-12-12 01:11:27,2020-12-12 01:15:00,true,AAURS65ZO4SXC
5753,false,,11,57,23.0,2020-12-12 01:14:02,2020-12-12 01:14:39,,AOJJK61F8QF22
5754,false,true,27,65,18.0,2020-12-12 01:07:06,2020-12-12 01:15:14,true,A2R75YFKVALBXE
5755,false,false,21,25,6.0,2020-12-12 01:11:27,2020-12-12 01:15:44,true,AAURS65ZO4SXC
5756,true,true,9,98,12.0,2020-12-12 01:12:22,2020-12-12 01:16:04,true,AAA96Z6PLD746
5757,true,,12,66,5.0,2020-12-12 01:14:02,2020-12-12 01:16:06,,AOJJK61F8QF22
5758,false,false,22,10,8.0,2020-12-12 01:15:48,2020-12-12 01:16:50,true,AAURS65ZO4SXC
5759,true,true,10,99,23.0,2020-12-12 01:12:22,2020-12-12 01:16:52,true,AAA96Z6PLD746
5760,true,,13,59,8.0,2020-12-12 01:14:02,2020-12-12 01:16:34,,AOJJK61F8QF22
5761,false,false,28,10,26.0,2020-12-12 01:15:21,2020-12-12 01:17:07,false,A2R75YFKVALBXE
5762,true,,14,67,26.0,2020-12-12 01:14:02,2020-12-12 01:17:08,,AOJJK61F8QF22
5763,true,true,11,98,7.0,2020-12-12 01:17:00,2020-12-12 01:17:47,true,AAA96Z6PLD746
5764,true,true,12,98,9.0,2020-12-12 01:17:00,2020-12-12 01:18:19,true,AAA96Z6PLD746
5765,false,false,29,54,17.0,2020-12-12 01:15:21,2020-12-12 01:18:22,false,A2R75YFKVALBXE
5766,true,,0,51,2.0,2020-12-12 01:17:44,2020-12-12 01:18:15,,A1RGMH1UFYST6L
5767,true,,1,76,29.0,2020-12-12 01:17:44,2020-12-12 01:18:31,,A1RGMH1UFYST6L
5768,true,,15,54,18.0,2020-12-12 01:14:02,2020-12-12 01:18:22,,AOJJK61F8QF22
5769,true,true,23,60,27.0,2020-12-12 01:15:48,2020-12-12 01:18:50,true,AAURS65ZO4SXC
5770,true,,1,87,29.0,2020-12-12 01:18:35,2020-12-12 01:18:55,,A1RGMH1UFYST6L
5771,false,,16,55,4.0,2020-12-12 01:14:02,2020-12-12 01:18:43,,AOJJK61F8QF22
5772,false,false,30,27,9.0,2020-12-12 01:15:21,2020-12-12 01:19:07,false,A2R75YFKVALBXE
5773,true,true,13,98,11.0,2020-12-12 01:17:00,2020-12-12 01:19:21,true,AAA96Z6PLD746
5774,true,,1,93,29.0,2020-12-12 01:18:59,2020-12-12 01:19:19,,A1RGMH1UFYST6L
5775,true,true,24,75,11.0,2020-12-12 01:15:48,2020-12-12 01:19:47,true,AAURS65ZO4SXC
5776,true,,1,86,29.0,2020-12-12 01:19:23,2020-12-12 01:19:43,,A1RGMH1UFYST6L
5777,true,,1,51,29.0,2020-12-12 01:19:47,2020-12-12 01:20:06,,A1RGMH1UFYST6L
5778,false,false,25,1,28.0,2020-12-12 01:15:48,2020-12-12 01:20:23,false,AAURS65ZO4SXC
5779,true,,1,93,29.0,2020-12-12 01:20:10,2020-12-12 01:20:26,,A1RGMH1UFYST6L
5780,true,true,14,97,18.0,2020-12-12 01:17:00,2020-12-12 01:20:42,true,AAA96Z6PLD746
5781,false,false,26,1,16.0,2020-12-12 01:15:48,2020-12-12 01:20:53,false,AAURS65ZO4SXC
5782,true,,1,68,29.0,2020-12-12 01:20:30,2020-12-12 01:20:54,,A1RGMH1UFYST6L
5783,true,true,15,97,28.0,2020-12-12 01:17:00,2020-12-12 01:21:05,true,AAA96Z6PLD746
5784,false,,1,3,29.0,2020-12-12 01:20:58,2020-12-12 01:21:15,,A1RGMH1UFYST6L
5785,true,true,16,97,16.0,2020-12-12 01:17:00,2020-12-12 01:21:33,true,AAA96Z6PLD746
5786,false,false,27,25,7.0,2020-12-12 01:15:48,2020-12-12 01:22:12,false,AAURS65ZO4SXC
5787,true,,1,68,29.0,2020-12-12 01:21:55,2020-12-12 01:22:05,,A1RGMH1UFYST6L
5788,true,,1,73,29.0,2020-12-12 01:22:09,2020-12-12 01:22:19,,A1RGMH1UFYST6L
5789,false,false,28,25,17.0,2020-12-12 01:22:18,2020-12-12 01:23:33,false,AAURS65ZO4SXC
5790,true,true,17,94,19.0,2020-12-12 01:21:54,2020-12-12 01:24:01,true,AAA96Z6PLD746
