,bardguilt,mltnguilt,question,rating,scenario,start,stop,subjguilt,uid
3142,false,,29,34,20.0,2020-12-10 21:38:26,2020-12-10 21:39:23,,AMI8H1U9OH4SM
3143,true,,30,70,10.0,2020-12-10 21:38:26,2020-12-10 21:39:59,,AMI8H1U9OH4SM
3144,false,,0,3,20.0,2020-12-10 22:04:51,2020-12-10 22:05:55,,A3RQXIFANS2E9Q
3145,false,,1,28,27.0,2020-12-10 22:04:51,2020-12-10 22:07:09,,A3RQXIFANS2E9Q
3146,true,,0,97,24.0,2020-12-10 22:06:58,2020-12-10 22:07:26,,A2YFA016X589O
3147,true,,1,97,6.0,2020-12-10 22:06:58,2020-12-10 22:07:39,,A2YFA016X589O
3148,false,,2,0,16.0,2020-12-10 22:07:37,2020-12-10 22:09:51,,A3RQXIFANS2E9Q
3149,true,,3,98,3.0,2020-12-10 22:07:37,2020-12-10 22:10:37,,A3RQXIFANS2E9Q
3150,false,,4,5,31.0,2020-12-10 22:07:37,2020-12-10 22:12:04,,A3RQXIFANS2E9Q
3151,false,,5,19,29.0,2020-12-10 22:07:37,2020-12-10 22:12:51,,A3RQXIFANS2E9Q
3152,true,,0,100,14.0,2020-12-10 22:13:13,2020-12-10 22:13:58,,A3SV5X0R9ARFOK
3153,false,,6,17,1.0,2020-12-10 22:07:37,2020-12-10 22:13:57,,A3RQXIFANS2E9Q
3154,true,,1,100,5.0,2020-12-10 22:13:13,2020-12-10 22:14:28,,A3SV5X0R9ARFOK
3155,false,,7,1,25.0,2020-12-10 22:14:13,2020-12-10 22:14:49,,A3RQXIFANS2E9Q
3156,false,,2,43,25.0,2020-12-10 22:14:34,2020-12-10 22:15:15,,A3SV5X0R9ARFOK
3157,true,,3,100,27.0,2020-12-10 22:14:34,2020-12-10 22:15:47,,A3SV5X0R9ARFOK
3158,false,,8,17,18.0,2020-12-10 22:14:13,2020-12-10 22:15:43,,A3RQXIFANS2E9Q
3159,false,,4,0,4.0,2020-12-10 22:14:34,2020-12-10 22:16:11,,A3SV5X0R9ARFOK
3160,false,,5,22,2.0,2020-12-10 22:14:34,2020-12-10 22:16:59,,A3SV5X0R9ARFOK
3161,false,,9,29,2.0,2020-12-10 22:14:13,2020-12-10 22:16:57,,A3RQXIFANS2E9Q
3162,true,,6,82,26.0,2020-12-10 22:14:34,2020-12-10 22:17:44,,A3SV5X0R9ARFOK
3163,true,,10,42,12.0,2020-12-10 22:14:13,2020-12-10 22:17:41,,A3RQXIFANS2E9Q
3164,true,,7,83,16.0,2020-12-10 22:17:52,2020-12-10 22:18:22,,A3SV5X0R9ARFOK
3165,true,,11,95,5.0,2020-12-10 22:18:08,2020-12-10 22:18:51,,A3RQXIFANS2E9Q
3166,false,,8,0,18.0,2020-12-10 22:17:52,2020-12-10 22:19:20,,A3SV5X0R9ARFOK
3167,true,,12,98,24.0,2020-12-10 22:18:08,2020-12-10 22:19:27,,A3RQXIFANS2E9Q
3168,false,,13,31,26.0,2020-12-10 22:18:08,2020-12-10 22:20:08,,A3RQXIFANS2E9Q
3169,true,,9,99,24.0,2020-12-10 22:17:52,2020-12-10 22:20:44,,A3SV5X0R9ARFOK
3170,true,,14,92,14.0,2020-12-10 22:18:08,2020-12-10 22:20:50,,A3RQXIFANS2E9Q
3171,true,,10,69,10.0,2020-12-10 22:17:52,2020-12-10 22:21:19,,A3SV5X0R9ARFOK
3172,true,,15,94,30.0,2020-12-10 22:18:08,2020-12-10 22:21:21,,A3RQXIFANS2E9Q
3173,true,,16,93,21.0,2020-12-10 22:18:08,2020-12-10 22:21:50,,A3RQXIFANS2E9Q
3174,false,,11,9,23.0,2020-12-10 22:21:29,2020-12-10 22:22:17,,A3SV5X0R9ARFOK
3175,false,,12,16,13.0,2020-12-10 22:21:29,2020-12-10 22:22:35,,A3SV5X0R9ARFOK
3176,false,,17,3,9.0,2020-12-10 22:22:09,2020-12-10 22:22:39,,A3RQXIFANS2E9Q
3177,false,,13,22,28.0,2020-12-10 22:21:29,2020-12-10 22:23:09,,A3SV5X0R9ARFOK
3178,true,,18,98,11.0,2020-12-10 22:22:09,2020-12-10 22:23:05,,A3RQXIFANS2E9Q
3179,false,,14,0,8.0,2020-12-10 22:21:29,2020-12-10 22:23:41,,A3SV5X0R9ARFOK
3180,false,,19,1,8.0,2020-12-10 22:22:09,2020-12-10 22:23:35,,A3RQXIFANS2E9Q
3181,false,,15,0,12.0,2020-12-10 22:21:29,2020-12-10 22:24:00,,A3SV5X0R9ARFOK
3182,false,,16,3,11.0,2020-12-10 22:21:29,2020-12-10 22:24:17,,A3SV5X0R9ARFOK
3183,true,,20,91,17.0,2020-12-10 22:22:09,2020-12-10 22:24:12,,A3RQXIFANS2E9Q
3184,false,,17,0,20.0,2020-12-10 22:24:23,2020-12-10 22:24:44,,A3SV5X0R9ARFOK
3185,false,,18,51,9.0,2020-12-10 22:24:23,2020-12-10 22:25:06,,A3SV5X0R9ARFOK
3186,true,,21,95,6.0,2020-12-10 22:22:09,2020-12-10 22:25:29,,A3RQXIFANS2E9Q
3187,true,,19,80,22.0,2020-12-10 22:24:23,2020-12-10 22:26:05,,A3SV5X0R9ARFOK
3188,false,,20,16,15.0,2020-12-10 22:24:23,2020-12-10 22:26:35,,A3SV5X0R9ARFOK
3189,true,,21,100,3.0,2020-12-10 22:24:23,2020-12-10 22:27:03,,A3SV5X0R9ARFOK
3190,true,,22,100,19.0,2020-12-10 22:27:07,2020-12-10 22:27:32,,A3SV5X0R9ARFOK
3191,false,,23,2,29.0,2020-12-10 22:27:07,2020-12-10 22:27:55,,A3SV5X0R9ARFOK
3192,true,,24,100,1.0,2020-12-10 22:27:07,2020-12-10 22:28:10,,A3SV5X0R9ARFOK
3193,false,,22,26,22.0,2020-12-10 22:25:53,2020-12-10 22:28:04,,A3RQXIFANS2E9Q
3194,false,,25,14,30.0,2020-12-10 22:27:07,2020-12-10 22:28:36,,A3SV5X0R9ARFOK
3195,false,,23,5,28.0,2020-12-10 22:25:53,2020-12-10 22:28:35,,A3RQXIFANS2E9Q
3196,false,,26,11,21.0,2020-12-10 22:27:07,2020-12-10 22:28:58,,A3SV5X0R9ARFOK
3197,true,,27,99,17.0,2020-12-10 22:27:07,2020-12-10 22:29:31,,A3SV5X0R9ARFOK
3198,false,,24,19,15.0,2020-12-10 22:25:53,2020-12-10 22:29:27,,A3RQXIFANS2E9Q
3199,false,,28,2,31.0,2020-12-10 22:29:40,2020-12-10 22:30:11,,A3SV5X0R9ARFOK
3200,true,,29,98,7.0,2020-12-10 22:29:40,2020-12-10 22:31:06,,A3SV5X0R9ARFOK
3201,true,,30,100,6.0,2020-12-10 22:29:40,2020-12-10 22:31:55,,A3SV5X0R9ARFOK
3202,false,false,0,64,11.0,2020-12-10 22:35:00,2020-12-10 22:35:27,true,A3PNGAPUL4IW9M
3203,false,false,1,71,3.0,2020-12-10 22:35:00,2020-12-10 22:35:41,false,A3PNGAPUL4IW9M
3204,false,,25,4,23.0,2020-12-10 22:25:53,2020-12-10 22:37:08,,A3RQXIFANS2E9Q
3205,false,,26,4,10.0,2020-12-10 22:25:53,2020-12-10 22:37:41,,A3RQXIFANS2E9Q
3206,false,,27,4,7.0,2020-12-10 22:25:53,2020-12-10 22:38:29,,A3RQXIFANS2E9Q
3207,true,true,0,74,24.0,2020-12-10 22:38:57,2020-12-10 22:40:00,true,A1KMEBRRTN67LP
3208,false,false,1,42,14.0,2020-12-10 22:38:57,2020-12-10 22:43:51,false,A1KMEBRRTN67LP
3209,true,true,2,100,10.0,2020-12-10 22:44:12,2020-12-10 22:44:37,true,A1KMEBRRTN67LP
3210,false,,28,22,19.0,2020-12-10 22:38:45,2020-12-10 22:44:32,,A3RQXIFANS2E9Q
3211,true,,0,67,23.0,2020-12-10 22:44:30,2020-12-10 22:45:04,,AZ2P6DGG5M6SH
3212,false,,29,3,4.0,2020-12-10 22:38:45,2020-12-10 22:45:09,,A3RQXIFANS2E9Q
3213,false,false,3,100,30.0,2020-12-10 22:44:12,2020-12-10 22:45:24,false,A1KMEBRRTN67LP
3214,false,,1,30,7.0,2020-12-10 22:44:30,2020-12-10 22:45:37,,AZ2P6DGG5M6SH
3215,false,,30,16,13.0,2020-12-10 22:38:45,2020-12-10 22:45:53,,A3RQXIFANS2E9Q
3216,false,,2,27,26.0,2020-12-10 22:45:47,2020-12-10 22:46:32,,AZ2P6DGG5M6SH
3217,false,,3,8,2.0,2020-12-10 22:45:47,2020-12-10 22:47:15,,AZ2P6DGG5M6SH
3218,false,,4,12,11.0,2020-12-10 22:45:47,2020-12-10 22:47:40,,AZ2P6DGG5M6SH
3219,false,false,4,34,29.0,2020-12-10 22:44:12,2020-12-10 22:47:37,false,A1KMEBRRTN67LP
3220,true,,5,89,5.0,2020-12-10 22:45:47,2020-12-10 22:47:58,,AZ2P6DGG5M6SH
3221,false,,6,60,4.0,2020-12-10 22:45:47,2020-12-10 22:48:26,,AZ2P6DGG5M6SH
3222,true,true,5,49,31.0,2020-12-10 22:44:12,2020-12-10 22:48:54,true,A1KMEBRRTN67LP
3223,false,,7,55,14.0,2020-12-10 22:48:35,2020-12-10 22:49:09,,AZ2P6DGG5M6SH
3224,true,true,6,62,15.0,2020-12-10 22:44:12,2020-12-10 22:49:34,true,A1KMEBRRTN67LP
3225,true,,8,63,21.0,2020-12-10 22:48:35,2020-12-10 22:49:50,,AZ2P6DGG5M6SH
3226,false,,9,44,9.0,2020-12-10 22:48:35,2020-12-10 22:50:24,,AZ2P6DGG5M6SH
3227,false,,10,38,13.0,2020-12-10 22:48:35,2020-12-10 22:50:49,,AZ2P6DGG5M6SH
3228,false,false,7,9,19.0,2020-12-10 22:49:42,2020-12-10 22:50:44,false,A1KMEBRRTN67LP
3229,false,false,8,15,16.0,2020-12-10 22:49:42,2020-12-10 22:51:35,false,A1KMEBRRTN67LP
3230,false,,11,39,27.0,2020-12-10 22:50:56,2020-12-10 22:51:42,,AZ2P6DGG5M6SH
3231,true,true,9,47,22.0,2020-12-10 22:49:42,2020-12-10 22:52:11,true,A1KMEBRRTN67LP
3232,true,,12,57,20.0,2020-12-10 22:50:56,2020-12-10 22:52:25,,AZ2P6DGG5M6SH
3233,false,false,10,8,7.0,2020-12-10 22:49:42,2020-12-10 22:52:38,false,A1KMEBRRTN67LP
3234,false,,13,59,1.0,2020-12-10 22:50:56,2020-12-10 22:53:04,,AZ2P6DGG5M6SH
3235,true,true,11,67,18.0,2020-12-10 22:52:44,2020-12-10 22:53:26,true,A1KMEBRRTN67LP
3236,false,,14,33,22.0,2020-12-10 22:50:56,2020-12-10 22:53:32,,AZ2P6DGG5M6SH
3237,true,true,12,94,23.0,2020-12-10 22:52:44,2020-12-10 22:53:52,true,A1KMEBRRTN67LP
3238,true,,15,64,17.0,2020-12-10 22:50:56,2020-12-10 22:54:10,,AZ2P6DGG5M6SH
3239,false,,16,35,16.0,2020-12-10 22:50:56,2020-12-10 22:54:29,,AZ2P6DGG5M6SH
3240,true,true,13,76,17.0,2020-12-10 22:52:44,2020-12-10 22:54:30,true,A1KMEBRRTN67LP
3241,true,true,14,73,1.0,2020-12-10 22:52:44,2020-12-10 22:55:04,true,A1KMEBRRTN67LP
3242,true,,17,65,3.0,2020-12-10 22:54:44,2020-12-10 22:55:21,,AZ2P6DGG5M6SH
3243,true,true,15,86,4.0,2020-12-10 22:52:44,2020-12-10 22:55:42,true,A1KMEBRRTN67LP
3244,true,,18,67,28.0,2020-12-10 22:54:44,2020-12-10 22:56:01,,AZ2P6DGG5M6SH
3245,false,false,16,15,11.0,2020-12-10 22:52:44,2020-12-10 22:56:21,false,A1KMEBRRTN67LP
3246,false,,19,26,30.0,2020-12-10 22:54:44,2020-12-10 22:56:30,,AZ2P6DGG5M6SH
3247,true,,20,60,19.0,2020-12-10 22:54:44,2020-12-10 22:57:05,,AZ2P6DGG5M6SH
3248,false,,21,33,10.0,2020-12-10 22:54:44,2020-12-10 22:57:35,,AZ2P6DGG5M6SH
3249,false,,22,40,24.0,2020-12-10 22:57:44,2020-12-10 22:58:34,,AZ2P6DGG5M6SH
3250,false,,23,33,25.0,2020-12-10 22:57:44,2020-12-10 22:59:11,,AZ2P6DGG5M6SH
3251,true,,24,62,12.0,2020-12-10 22:57:44,2020-12-10 22:59:42,,AZ2P6DGG5M6SH
3252,true,,0,98,4.0,2020-12-10 22:59:33,2020-12-10 23:00:00,,A2ZD06QDBVKF59
3253,true,,25,82,31.0,2020-12-10 22:57:44,2020-12-10 23:00:10,,AZ2P6DGG5M6SH
3254,true,,1,98,29.0,2020-12-10 22:59:33,2020-12-10 23:00:34,,A2ZD06QDBVKF59
3255,true,,26,68,18.0,2020-12-10 22:57:44,2020-12-10 23:00:46,,AZ2P6DGG5M6SH
3256,true,,2,99,9.0,2020-12-10 23:00:43,2020-12-10 23:00:57,,A2ZD06QDBVKF59
3257,true,,27,67,15.0,2020-12-10 22:57:44,2020-12-10 23:01:15,,AZ2P6DGG5M6SH
3258,true,,3,82,7.0,2020-12-10 23:00:43,2020-12-10 23:01:18,,A2ZD06QDBVKF59
3259,true,,4,95,2.0,2020-12-10 23:00:43,2020-12-10 23:01:51,,A2ZD06QDBVKF59
3260,false,,28,36,6.0,2020-12-10 23:01:23,2020-12-10 23:01:50,,AZ2P6DGG5M6SH
3261,true,,5,96,3.0,2020-12-10 23:00:43,2020-12-10 23:02:17,,A2ZD06QDBVKF59
3262,false,,29,16,29.0,2020-12-10 23:01:23,2020-12-10 23:02:20,,AZ2P6DGG5M6SH
3263,true,,6,90,15.0,2020-12-10 23:00:43,2020-12-10 23:02:42,,A2ZD06QDBVKF59
3264,false,,30,30,8.0,2020-12-10 23:01:23,2020-12-10 23:02:47,,AZ2P6DGG5M6SH
3265,true,,7,100,8.0,2020-12-10 23:02:51,2020-12-10 23:03:13,,A2ZD06QDBVKF59
3266,true,,8,95,6.0,2020-12-10 23:02:51,2020-12-10 23:03:42,,A2ZD06QDBVKF59
3267,true,,9,96,23.0,2020-12-10 23:02:51,2020-12-10 23:04:03,,A2ZD06QDBVKF59
3268,true,,10,95,11.0,2020-12-10 23:02:51,2020-12-10 23:04:19,,A2ZD06QDBVKF59
3269,true,,11,94,25.0,2020-12-10 23:04:24,2020-12-10 23:04:36,,A2ZD06QDBVKF59
3270,true,,12,95,22.0,2020-12-10 23:04:24,2020-12-10 23:04:47,,A2ZD06QDBVKF59
3271,true,,13,82,30.0,2020-12-10 23:04:24,2020-12-10 23:05:00,,A2ZD06QDBVKF59
3272,true,,14,88,1.0,2020-12-10 23:04:24,2020-12-10 23:05:11,,A2ZD06QDBVKF59
3273,true,,15,88,17.0,2020-12-10 23:04:24,2020-12-10 23:05:35,,A2ZD06QDBVKF59
3274,true,,16,67,18.0,2020-12-10 23:04:24,2020-12-10 23:05:53,,A2ZD06QDBVKF59
3275,true,,17,83,16.0,2020-12-10 23:05:57,2020-12-10 23:06:07,,A2ZD06QDBVKF59
3276,true,,18,84,19.0,2020-12-10 23:05:57,2020-12-10 23:06:20,,A2ZD06QDBVKF59
3277,true,,19,90,14.0,2020-12-10 23:05:57,2020-12-10 23:06:33,,A2ZD06QDBVKF59
3278,true,,20,52,31.0,2020-12-10 23:05:57,2020-12-10 23:06:54,,A2ZD06QDBVKF59
3279,true,,21,75,12.0,2020-12-10 23:05:57,2020-12-10 23:07:04,,A2ZD06QDBVKF59
3280,true,,22,70,10.0,2020-12-10 23:07:10,2020-12-10 23:07:17,,A2ZD06QDBVKF59
3281,true,,23,77,24.0,2020-12-10 23:07:10,2020-12-10 23:07:27,,A2ZD06QDBVKF59
3282,true,,24,62,5.0,2020-12-10 23:07:10,2020-12-10 23:07:40,,A2ZD06QDBVKF59
3283,false,,25,50,27.0,2020-12-10 23:07:10,2020-12-10 23:07:52,,A2ZD06QDBVKF59
3284,true,,26,80,28.0,2020-12-10 23:07:10,2020-12-10 23:08:15,,A2ZD06QDBVKF59
3285,true,,27,74,20.0,2020-12-10 23:07:10,2020-12-10 23:08:34,,A2ZD06QDBVKF59
3286,true,,28,68,26.0,2020-12-10 23:08:43,2020-12-10 23:08:55,,A2ZD06QDBVKF59
3287,true,,29,77,13.0,2020-12-10 23:08:43,2020-12-10 23:09:06,,A2ZD06QDBVKF59
3288,true,,30,90,21.0,2020-12-10 23:08:43,2020-12-10 23:09:14,,A2ZD06QDBVKF59
3289,true,true,0,93,7.0,2020-12-11 01:31:31,2020-12-11 01:32:22,true,A1BJFYHXK6YDX1
3290,true,true,1,87,24.0,2020-12-11 01:31:31,2020-12-11 01:33:03,true,A1BJFYHXK6YDX1
3291,false,false,2,64,29.0,2020-12-11 01:33:18,2020-12-11 01:33:55,false,A1BJFYHXK6YDX1
3292,true,true,3,78,31.0,2020-12-11 01:33:18,2020-12-11 01:36:42,true,A1BJFYHXK6YDX1
3293,false,false,4,31,3.0,2020-12-11 01:33:18,2020-12-11 01:36:54,false,A1BJFYHXK6YDX1
3294,false,false,5,24,6.0,2020-12-11 01:33:18,2020-12-11 01:37:13,false,A1BJFYHXK6YDX1
3295,false,false,6,40,2.0,2020-12-11 01:33:18,2020-12-11 01:37:37,false,A1BJFYHXK6YDX1
3296,false,false,7,53,19.0,2020-12-11 01:37:54,2020-12-11 01:38:11,false,A1BJFYHXK6YDX1
3297,true,true,8,90,16.0,2020-12-11 01:37:54,2020-12-11 01:38:23,true,A1BJFYHXK6YDX1
3298,true,true,9,97,18.0,2020-12-11 01:37:54,2020-12-11 01:40:18,true,A1BJFYHXK6YDX1
3299,true,true,10,93,27.0,2020-12-11 01:37:54,2020-12-11 01:40:37,true,A1BJFYHXK6YDX1
3300,false,false,11,13,10.0,2020-12-11 01:40:54,2020-12-11 01:41:13,false,A1BJFYHXK6YDX1
3301,true,true,12,98,1.0,2020-12-11 01:40:54,2020-12-11 01:41:38,true,A1BJFYHXK6YDX1
3302,false,false,17,6,5.0,2020-12-10 22:56:26,2020-12-10 23:42:36,false,A1KMEBRRTN67LP
3303,true,true,13,89,23.0,2020-12-11 01:40:54,2020-12-11 01:41:53,true,A1BJFYHXK6YDX1
3304,false,false,14,42,9.0,2020-12-11 01:40:54,2020-12-11 01:42:12,false,A1BJFYHXK6YDX1
3305,false,false,18,1,26.0,2020-12-10 22:56:26,2020-12-10 23:43:12,false,A1KMEBRRTN67LP
3306,true,true,15,93,25.0,2020-12-11 01:40:54,2020-12-11 01:42:27,true,A1BJFYHXK6YDX1
3307,true,true,16,92,15.0,2020-12-11 01:40:54,2020-12-11 01:42:45,true,A1BJFYHXK6YDX1
3308,true,true,17,80,4.0,2020-12-11 01:42:52,2020-12-11 01:43:11,true,A1BJFYHXK6YDX1
3309,true,true,18,60,26.0,2020-12-11 01:42:52,2020-12-11 01:43:26,true,A1BJFYHXK6YDX1
3310,true,true,19,90,13.0,2020-12-11 01:42:52,2020-12-11 01:43:42,true,A1BJFYHXK6YDX1
3311,true,true,20,79,28.0,2020-12-11 01:42:52,2020-12-11 01:44:01,true,A1BJFYHXK6YDX1
3312,true,true,21,71,11.0,2020-12-11 01:42:52,2020-12-11 01:44:14,true,A1BJFYHXK6YDX1
3313,false,false,19,19,25.0,2020-12-10 22:56:26,2020-12-10 23:45:26,false,A1KMEBRRTN67LP
3314,true,true,22,88,22.0,2020-12-11 01:44:31,2020-12-11 01:44:43,true,A1BJFYHXK6YDX1
3315,true,true,20,59,3.0,2020-12-10 22:56:26,2020-12-10 23:45:54,true,A1KMEBRRTN67LP
3316,true,true,23,89,12.0,2020-12-11 01:44:31,2020-12-11 01:45:04,true,A1BJFYHXK6YDX1
3317,true,true,24,77,20.0,2020-12-11 01:44:31,2020-12-11 01:45:19,true,A1BJFYHXK6YDX1
3318,true,true,25,76,14.0,2020-12-11 01:44:31,2020-12-11 01:45:39,true,A1BJFYHXK6YDX1
3319,true,true,26,76,30.0,2020-12-11 01:44:31,2020-12-11 01:45:59,true,A1BJFYHXK6YDX1
3320,true,true,27,85,8.0,2020-12-11 01:44:31,2020-12-11 01:46:14,true,A1BJFYHXK6YDX1
3321,false,false,21,24,13.0,2020-12-10 22:56:26,2020-12-10 23:47:12,false,A1KMEBRRTN67LP
3322,true,true,28,47,5.0,2020-12-11 01:46:25,2020-12-11 01:46:37,true,A1BJFYHXK6YDX1
3323,true,true,29,88,17.0,2020-12-11 01:46:25,2020-12-11 01:46:56,true,A1BJFYHXK6YDX1
3324,false,false,22,13,6.0,2020-12-10 23:47:16,2020-12-10 23:48:17,false,A1KMEBRRTN67LP
3325,false,false,30,72,21.0,2020-12-11 01:46:25,2020-12-11 01:47:55,false,A1BJFYHXK6YDX1
3326,true,true,23,89,28.0,2020-12-10 23:47:16,2020-12-10 23:49:42,true,A1KMEBRRTN67LP
3327,false,false,24,0,2.0,2020-12-10 23:47:16,2020-12-10 23:50:30,false,A1KMEBRRTN67LP
3328,false,false,25,5,12.0,2020-12-10 23:47:16,2020-12-10 23:51:03,false,A1KMEBRRTN67LP
3329,false,false,26,0,27.0,2020-12-10 23:47:16,2020-12-10 23:51:44,false,A1KMEBRRTN67LP
3330,false,false,27,29,8.0,2020-12-10 23:47:16,2020-12-10 23:52:27,false,A1KMEBRRTN67LP
3331,false,false,28,0,9.0,2020-12-10 23:52:33,2020-12-10 23:52:57,false,A1KMEBRRTN67LP
3332,true,true,29,88,20.0,2020-12-10 23:52:33,2020-12-10 23:55:33,true,A1KMEBRRTN67LP
3333,false,false,30,10,21.0,2020-12-10 23:52:33,2020-12-10 23:56:34,false,A1KMEBRRTN67LP
3334,false,,0,78,25.0,2020-12-11 00:00:23,2020-12-11 00:00:35,,A2462PPGARQY26
3335,false,,1,66,1.0,2020-12-11 00:00:23,2020-12-11 00:00:51,,A2462PPGARQY26
3336,false,,2,78,7.0,2020-12-11 00:01:06,2020-12-11 00:01:26,,A2462PPGARQY26
3337,false,,3,83,17.0,2020-12-11 00:01:06,2020-12-11 00:01:39,,A2462PPGARQY26
3338,false,,4,79,30.0,2020-12-11 00:01:06,2020-12-11 00:01:54,,A2462PPGARQY26
3339,false,,5,83,18.0,2020-12-11 00:01:06,2020-12-11 00:02:13,,A2462PPGARQY26
3340,false,,6,91,6.0,2020-12-11 00:01:06,2020-12-11 00:02:31,,A2462PPGARQY26
3341,false,,7,85,24.0,2020-12-11 00:02:56,2020-12-11 00:03:04,,A2462PPGARQY26
3342,false,,8,82,22.0,2020-12-11 00:02:56,2020-12-11 00:03:12,,A2462PPGARQY26
3343,false,,9,85,20.0,2020-12-11 00:02:56,2020-12-11 00:03:28,,A2462PPGARQY26
3344,false,,10,92,31.0,2020-12-11 00:02:56,2020-12-11 00:03:47,,A2462PPGARQY26
3345,true,,0,84,5.0,2020-12-11 00:27:00,2020-12-11 00:27:26,,A2JW59JRBWUMR2
3346,true,,1,95,2.0,2020-12-11 00:27:00,2020-12-11 00:27:58,,A2JW59JRBWUMR2
3347,true,,2,97,16.0,2020-12-11 00:28:15,2020-12-11 00:28:53,,A2JW59JRBWUMR2
3348,true,,3,100,13.0,2020-12-11 00:28:15,2020-12-11 00:29:05,,A2JW59JRBWUMR2
3349,true,,4,91,10.0,2020-12-11 00:28:15,2020-12-11 00:29:25,,A2JW59JRBWUMR2
3350,true,,5,93,19.0,2020-12-11 00:28:15,2020-12-11 00:29:42,,A2JW59JRBWUMR2
3351,true,,6,91,31.0,2020-12-11 00:28:15,2020-12-11 00:30:01,,A2JW59JRBWUMR2
3352,true,,0,100,22.0,2020-12-11 00:35:45,2020-12-11 00:35:56,,AOVWFZPOQ1J57
3353,true,,1,93,25.0,2020-12-11 00:35:45,2020-12-11 00:36:12,,AOVWFZPOQ1J57
3354,false,,2,94,23.0,2020-12-11 00:36:20,2020-12-11 00:36:27,,AOVWFZPOQ1J57
3355,true,,3,91,17.0,2020-12-11 00:36:20,2020-12-11 00:36:33,,AOVWFZPOQ1J57
3356,false,,4,93,30.0,2020-12-11 00:36:20,2020-12-11 00:36:37,,AOVWFZPOQ1J57
3357,true,,5,94,10.0,2020-12-11 00:36:20,2020-12-11 00:36:45,,AOVWFZPOQ1J57
3358,true,,6,93,7.0,2020-12-11 00:36:20,2020-12-11 00:36:54,,AOVWFZPOQ1J57
3359,true,,7,89,5.0,2020-12-11 00:37:01,2020-12-11 00:37:08,,AOVWFZPOQ1J57
3360,false,,8,92,12.0,2020-12-11 00:37:01,2020-12-11 00:37:49,,AOVWFZPOQ1J57
3361,true,,9,96,18.0,2020-12-11 00:37:01,2020-12-11 00:37:56,,AOVWFZPOQ1J57
3362,false,,10,92,4.0,2020-12-11 00:37:01,2020-12-11 00:38:03,,AOVWFZPOQ1J57
3363,true,true,0,96,19.0,2020-12-11 01:44:51,2020-12-11 01:45:20,true,A2SP949AA8MGFZ
3364,true,true,1,96,11.0,2020-12-11 01:44:51,2020-12-11 01:45:32,true,A2SP949AA8MGFZ
3365,true,true,2,97,24.0,2020-12-11 01:45:45,2020-12-11 01:46:18,false,A2SP949AA8MGFZ
3366,true,true,3,98,9.0,2020-12-11 01:45:45,2020-12-11 01:46:40,false,A2SP949AA8MGFZ
3367,true,true,4,99,8.0,2020-12-11 01:45:45,2020-12-11 01:47:02,false,A2SP949AA8MGFZ
3368,true,true,5,97,10.0,2020-12-11 01:45:45,2020-12-11 01:47:16,true,A2SP949AA8MGFZ
3369,true,true,6,97,13.0,2020-12-11 01:45:45,2020-12-11 01:47:35,true,A2SP949AA8MGFZ
3370,true,true,7,98,29.0,2020-12-11 01:48:07,2020-12-11 01:48:18,true,A2SP949AA8MGFZ
3371,false,false,8,96,6.0,2020-12-11 01:48:07,2020-12-11 01:48:37,false,A2SP949AA8MGFZ
3372,true,false,9,97,1.0,2020-12-11 01:48:07,2020-12-11 01:49:05,false,A2SP949AA8MGFZ
3373,true,true,10,97,18.0,2020-12-11 01:48:07,2020-12-11 01:49:54,false,A2SP949AA8MGFZ
3374,true,true,11,96,7.0,2020-12-11 01:50:11,2020-12-11 01:50:22,true,A2SP949AA8MGFZ
3375,true,true,12,99,2.0,2020-12-11 01:50:11,2020-12-11 01:50:34,true,A2SP949AA8MGFZ
3376,true,true,13,97,31.0,2020-12-11 01:50:11,2020-12-11 01:50:55,true,A2SP949AA8MGFZ
3377,true,true,0,89,18.0,2020-12-11 01:58:34,2020-12-11 02:00:14,true,A2S23A49RFCDZ1
3378,true,true,1,91,24.0,2020-12-11 01:58:34,2020-12-11 02:00:28,true,A2S23A49RFCDZ1
3379,true,true,2,95,2.0,2020-12-11 02:01:11,2020-12-11 02:02:00,true,A2S23A49RFCDZ1
3380,true,true,3,91,15.0,2020-12-11 02:01:11,2020-12-11 02:02:30,true,A2S23A49RFCDZ1
3381,true,true,4,94,27.0,2020-12-11 02:01:11,2020-12-11 02:02:55,true,A2S23A49RFCDZ1
3382,true,true,5,90,12.0,2020-12-11 02:01:11,2020-12-11 02:03:17,true,A2S23A49RFCDZ1
3383,true,true,6,89,19.0,2020-12-11 02:01:11,2020-12-11 02:03:43,true,A2S23A49RFCDZ1
3384,true,true,7,87,3.0,2020-12-11 02:03:57,2020-12-11 02:04:25,true,A2S23A49RFCDZ1
3385,true,true,14,97,17.0,2020-12-11 01:50:11,2020-12-11 02:04:37,true,A2SP949AA8MGFZ
3386,true,true,8,87,10.0,2020-12-11 02:03:57,2020-12-11 02:04:38,true,A2S23A49RFCDZ1
3387,true,true,9,93,1.0,2020-12-11 02:03:57,2020-12-11 02:04:53,true,A2S23A49RFCDZ1
3388,true,true,15,97,25.0,2020-12-11 01:50:11,2020-12-11 02:04:55,true,A2SP949AA8MGFZ
3389,true,true,16,97,12.0,2020-12-11 01:50:11,2020-12-11 02:05:18,true,A2SP949AA8MGFZ
